Id_Buku,Isbn,Judul_Buku,Penulis,Tahun_Publikasi,Total_Ratings,Rataan_Rating,Jumlah_Halaman,Jumlah_Review,Kode_Bahasa,Format_Buku,Ebook,Penerbit
1469,052165372X,Bacchae,"[Euripides, David Franklin, John Harrison, Judith Affleck]",2000,205,3.86,128,14,,Paperback,FALSE,Cambridge University Press
1470,226307816,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,"[Euripides, David Grene, Richmond Lattimore, Witter Bynner, William Arrowsmith]",2002,751,4.32,264,12,eng,Paperback,FALSE,University of Chicago Press
1471,393043827,"Three Plays of Euripides: Alcestis, Medea, the Bacchae","[Euripides, Paul Roche]",1974,5,3.95,126,1,,Hardcover,FALSE,W. W. Norton & Company
1472,,Electra and Other Plays,"[Euripides, John Davie, Richard Rutherford]",1999,207,4.09,224,5,,Paperback,FALSE,Penguin Classics
1473,140449299,Medea and Other Plays,"[Euripides, John Davie, Richard Rutherford]",2003,9014,4.03,206,112,eng,Paperback,FALSE,Penguin Books
1474,674995600,Cyclops / Alcestis / Medea,"[Euripides, David Kovacs]",1994,58,4.21,432,4,mul,Hardcover,FALSE,Loeb Classical Library
1475,521643864,Medea,"[Euripides, Donald J. Mastronarde]",2002,200,3.86,431,9,grc,Paperback,FALSE,Cambridge University Press
1476,140447261,The Bacchae and Other Plays,"[Euripides, John Davie, Richard Rutherford]",2006,160,4.13,360,8,eng,Paperback,FALSE,Penguin Classics
1477,158510048X,Four Plays: Medea / Hippolytus / Heracles / Bacchae,"[Euripides, Stephen Esposito]",2002,203,3.97,304,17,,Paperback,FALSE,Focus Publishing/R. Pullins Co.
1479,195125983,Bakkhai,"[Euripides, Reginald Gibbons, Peter H. Burian]",2001,149,3.86,160,13,eng,Paperback,FALSE,"Oxford University Press, USA"
1480,413752801,Plays 1: Medea/The Phoenician Women/Bacchae,"[Euripides, David Thompson, J. Michael Walton]",2000,9,3.78,192,0,eng,Paperback,FALSE,Bloomsbury Methuen Drama
1481,413770400,Elektra,"[Euripides, Marianne McDonald, J. Michael Walton, Kenneth McLeish]",2004,1,3.94,128,0,,Paperback,FALSE,Bloomsbury Methuen Drama
1483,019283987X,The Trojan Women and Other Plays,"[Euripides, James Morwood, Edith Hall]",2001,175,3.93,224,13,,Paperback,FALSE,Oxford University Press
1484,941051420,"Euripides' Bacchae, Focus Classical Library (Focus Classical Library)","[Steven Esposito, Euripides, James J. Clauss, Michael R. Halleran]",1998,64,3.72,134,6,,Paperback,FALSE,Focus Publishing/R. Pullins Company
1485,941051862,Hippolytus,"[Euripides, Michael R. Halleran]",2001,66,3.81,90,8,,Paperback,FALSE,Focus
1486,486424626,The Trojan Women and Hippolytus,[Euripides],2002,32,3.61,64,4,eng,Paperback,FALSE,Dover Publications
1487,929524853,Euripides' Bacchae,[Beth Causey],1995,14,3.93,28,1,,Paperback,FALSE,Bryn Mawr College
1488,393325830,The Bacchae of Euripides: A Communion Rite,[Wole Soyinka],2004,110,3.85,128,6,eng,Paperback,FALSE,W. W. Norton  Company
1489,192832603,Orestes and Other Plays,"[Euripides, James Morwood, Robin Waterfield]",2001,151,4.09,282,2,eng,Paperback,FALSE,Oxford University Press
1491,674995333,Children of Heracles / Hippolytus / Andromache / Hecuba,"[Euripides, David Kovacs]",1995,27,4.26,528,5,mul,Hardcover,FALSE,Loeb Classical Library
1494,195061667,Alcestis,"[Euripides, William Arrowsmith]",1990,1854,3.83,142,85,eng,Paperback,FALSE,"Oxford University Press, USA"
1495,067499566X,Suppliant Women / Electra / Heracles,"[Euripides, David Kovacs]",1998,30,4.47,464,4,mul,Hardcover,FALSE,Loeb Classical Library
1496,1566631114,Iphigenia in Aulis,"[Euripides, Nicholas Rudall]",1997,2712,4.02,69,51,,Paperback,FALSE,Ivan R. Dee Publisher
1497,452010403,Three Great Plays: Medea / Hippolytus / Helen,"[Euripides, Rex Warner]",1958,15,3.76,192,2,,Paperback,FALSE,Plume
1498,090651598X,Helen,"[Euripides, A. Dale]",2007,5,3.7,216,1,eng,Paperback,FALSE,
1499,195145666,Medea,"[Euripides, Georgia Ann Machemer, Michael   Collier]",2006,346,3.86,116,33,eng,Paperback,FALSE,"Oxford University Press, USA"
1500,715634305,Euripides: Bacchae (Duckworth Companions to Greek & Roman Tragedy) (Duckworth Companions to Greek & Roman Tragedy),[Sophie Mills],2006,5,3.8,144,2,,Paperback,FALSE,Gerald Duckworth & Company
1501,865165130,The Essential Euripides,"[Robert Emmet Meagher, Euripides]",1995,8,4.75,555,0,,Paperback,FALSE,Bolchazy-Carducci Publishers
1502,715629743,Euripides: Hippolytus,[Sophie Mills],2002,15,3.8,144,0,,Paperback,FALSE,Bristol Classical Press
1503,788506110,"Hecuba: Introduction, Text, and Commentary","[Euripides, Justina Gregory]",1999,0,3.94,256,0,,Paperback,FALSE,"Oxford University Press, USA"
1504,071563187X,Euripides: Medea,[William Allan],2002,18,3.89,160,1,eng,Paperback,FALSE,Bristol Classical Press
1506,822004240,CliffsNotes on Euripides' Medea and Electra,[Robert J. Milch],1965,5,4.2,69,0,eng,Paperback,FALSE,Cliffs Notes
1507,198720947,Electra,"[Euripides, J.D. Denniston]",1978,4,3.94,270,0,,Paperback,FALSE,OUP Oxford
1508,195072901,Hippolytos,"[Euripides, Robert Bagg]",1992,163,3.81,128,18,,Paperback,FALSE,"Oxford University Press, USA"
1509,674995740,Trojan Women / Iphigenia Among the Taurians / Ion,"[Euripides, David Kovacs]",1999,28,4,528,2,mul,Hardcover,FALSE,Loeb Classical Library
1510,674996003,Helen / Phoenician Women / Orestes,"[Euripides, David Kovacs]",2002,25,4.06,605,3,mul,Hardcover,FALSE,Loeb Classical Library
1511,715629948,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),"[Euripides, Pantelis Michelakis]",2006,12,4.02,144,1,eng,Paperback,FALSE,Bristol Classical Press
1512,141792540X,The Hippolytus of Euripides,"[Euripides, J.P. Mahaffey]",2004,4,3.81,140,2,,Paperback,FALSE,Kessinger Publishing
1514,803251947,The Bacchae of Euripides: A New Translation with a Critical Essay,"[Euripides, Donald   Sutherland]",1968,22,3.86,142,3,,Paperback,FALSE,University of Nebraska Press
1515,226307662,"The Complete Greek Tragedies, Volume 3: Euripides","[Euripides, David Grene, Richmond Lattimore]",1992,47,4.47,672,7,eng,Hardcover,FALSE,University of Chicago Press
1516,226307786,"Aeschylus I: Oresteia (Agamemnon, The Libation Bearers, The Eumenides)","[Aeschylus, David Grene, Richmond Lattimore]",1969,697,4.01,171,51,en-US,Paperback,FALSE,University of Chicago Press
1517,226307948,"Aeschylus II: The Suppliant Maidens, The Persians, Seven against Thebes, and Prometheus Bound (The Complete Greek Tragedies)","[Aeschylus, David Grene, Richmond Lattimore, Seth Benardete]",1992,386,4.1,188,25,eng,Paperback,FALSE,University of Chicago Press
1518,019513592X,The Oresteia,"[Aeschylus, Alan Shapiro, Peter H. Burian]",2004,77,4.01,304,7,eng,Paperback,FALSE,"Oxford University Press, USA"
1519,140443339,"The Oresteia: Agamemnon, The Libation Bearers, The Eumenides","[Aeschylus, Robert Fagles, William Bedell Stanford]",1984,28042,4.01,335,545,eng,Paperback,FALSE,Penguin Classics
1521,872203905,Oresteia,"[Aeschylus, Peter Meineck, Helene P. Foley]",1998,287,4.01,224,20,eng,Paperback,FALSE,"Hackett Publishing Company, Inc."
1522,674991605,Suppliant Maidens/Persians/Prometheus/Seven Against Thebes (Loeb Classical Library 145),"[Aeschylus, Herbert Weir Smyth]",1922,39,4.1,624,3,,cloth,FALSE,Harvard University Press
1523,140441123,Prometheus Bound and Other Plays,"[Aeschylus, Philip Vellacott]",1961,4144,4.1,160,57,eng,Paperback,FALSE,Penguin Books
1525,374527059,The Oresteia,"[Aeschylus, Ted Hughes]",2004,210,4.01,208,25,en-US,Paperback,FALSE,"Farrar, Straus and Giroux"
1526,081221627X,"Aeschylus, 1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides","[Aeschylus, David R. Slavitt, Smith Palmer Bovie]",1997,12,4.01,178,3,eng,paper,FALSE,University of Pennsylvania Press
1527,226307646,"The Complete Greek Tragedies, Volume 1: Aeschylus","[Aeschylus, Richmond Lattimore, David Grene]",1992,75,4.11,358,7,eng,Hardcover,FALSE,University of Chicago Press
1529,521539811,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),[Simon Goldhill],2004,28,4.03,95,3,eng,Paperback,FALSE,Cambridge University Press
1530,1400041929,"The Oresteia: Agamemnon, Choephoroe & Eumenides (Everyman's Library, No. 260)","[Aeschylus, George Thomson, Richard Seaford]",2004,62,4.01,127,8,eng,Hardcover,FALSE,Everyman's Library
1531,812216717,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,"[Aeschylus, David R. Slavitt, Smith Palmer Bovie]",1998,12,4.1,232,2,en-GB,paper,FALSE,University of Pennsylvania Press
1532,486292428,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,"[Aeschylus, E.D.A. Morshead]",1996,88,4.01,151,8,eng,Paperback,FALSE,Dover Publications
1533,1419150014,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,"[Aeschylus, E.D.A. Morshead]",2004,1,4.1,208,0,eng,paper,FALSE,Kessinger Publishing
1534,192832816,Oresteia,"[Aeschylus, Christopher Collard]",2008,50,4.01,232,4,,Paperback,FALSE,"Oxford University Press, USA"
1535,226307921,"Sophocles I: Oedipus The King, Oedipus at Colonus, Antigone (The Complete Greek Tragedies, #8)","[Sophocles, Richmond Lattimore, David Grene]",1991,816,3.97,218,38,,Paperback,FALSE,University of Chicago Press
1536,226307867,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),"[Sophocles, David Grene, Richmond Lattimore, John Moore, Michael Jameson]",1969,4982,4.14,254,34,eng,Paperback,FALSE,University of Chicago Press
1537,452011671,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,"[Sophocles, Paul Roche]",1996,539,3.97,288,44,eng,Paperback,FALSE,Plume
1538,451527844,The Complete Plays,"[Sophocles, Paul Roche]",2001,2856,4.27,420,37,eng,Paperback,FALSE,New American Library
1539,553213547,The Complete Plays of Sophocles,"[Sophocles, Moses Hadas]",1991,179,4.27,304,6,,Paperback,FALSE,Bantam Classics
1540,015602764X,"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone","[Sophocles, Robert Fitzgerald, Dudley Fitts]",2002,44790,3.97,259,668,eng,Paperback,FALSE,Mariner Books
1541,052101073X,Antigone (Translations from Greek Drama),"[Sophocles, David Franklin, John Harrison]",2003,247,3.63,118,8,,Paperback,FALSE,Cambridge University Press
1542,140444254,"The Three Theban Plays: Antigone, Oedipus the King, Oedipus at Colonus","[Sophocles, Robert Fagles, Bernard Knox]",2000,2875,3.97,430,275,eng,Paperback,FALSE,Penguin Books
1543,674995570,Ajax/Electra/Oedipus Tyrannus,"[Sophocles, Hugh Lloyd-Jones]",1994,105,4.5,496,7,eng,hardback,FALSE,Harvard University Press
1544,521337011,Antigone (Greek and Latin Classics),"[Sophocles, Mark Griffith]",1999,96,3.63,378,2,,Paperback,FALSE,Cambridge University Press
1545,671478125,"Sophocles I: Oedipus the King, Oedipus at Colonus, Antigone (Complete Greek Tragedies)","[Sophocles, Richmond Lattimore, David Grene]",1970,6,3.97,212,0,,Paperback,FALSE,
1546,872205851,Theban Plays,"[Sophocles, Peter Meineck, Paul Woodruff]",2003,105,3.97,304,7,en-US,Paperback,FALSE,"Hackett Publishing Company, Inc."
1547,679431322,"The Theban Plays (Everyman's Library, #93)","[Sophocles, David Grene, Charles Segal]",1994,53,3.97,223,3,en-US,Hardcover,FALSE,Alfred A. Knopf
1548,140440283,Electra and Other Plays,"[Sophocles, E.F. Watling]",1953,131,4.14,218,9,eng,Paperback,FALSE,Penguin
1549,192835882,Antigone / Oedipus the King / Electra,"[Sophocles, Edith Hall, H.D.F. Kitto]",1998,13127,3.94,178,189,eng,Paperback,FALSE,"Oxford University Press, USA"
1550,941051250,Sophocles' Antigone,"[Sophocles, Ruby Blondell]",1998,87,3.63,116,4,,Paperback,FALSE,Focus Publishing/R. Pullins Co.
1551,413628809,"Sophocles Plays 2: Ajax, Women of Trachis, Electra, Philoctetes","[Sophocles, J. Michael Walton, Kenneth McLeish, Robert Cannon]",1990,4,4.14,256,1,,Paperback,FALSE,Bloomsbury Methuen Drama
1553,521224624,"A World of Heroes: Selections from Homer, Herodotus and Sophocles","[Joint Association of Classical, Homer, Herodotus, Sophocles]",1979,5,4.4,152,0,,Paperback,FALSE,Cambridge University Press
1554,1580495931,"Oedipus Rex  (The Theban Plays, #1)","[Sophocles, J.E. Thomas]",2006,136683,3.69,75,1661,eng,Paperback,FALSE,Prestwick House - (Literary Touchstone Classic)
1555,451621603,The Oedipus Plays of Sophocles,"[Sophocles, Paul Roche]",1958,8,3.97,390,1,eng,Paperback,FALSE,Signet Books (NY)
1557,812216539,Sophocles 1: Ajax/Women of Trachis/Electra/Philoctetes,"[Sophocles, David R. Slavitt, Smith Palmer Bovie, Henry S. Taylor]",1998,13,4.14,296,1,,Paperback,FALSE,University of Pennsylvania Press
1558,521617359,Oedipus Rex (Greek and Latin Classics),"[Sophocles, Roger D. Dawe]",2006,208,3.69,214,1,grc,Paperback,FALSE,Cambridge University Press
1559,1416500332,Oedipus the King,"[Sophocles, Bernard Knox, Cynthia Brantley Johnson]",2005,713,3.69,144,50,eng,Paperback,FALSE,Simon  Schuster
1560,452007178,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,"[Aristophanes, William Arrowsmith, Richmond Lattimore, Douglass Parker]",1984,6029,4.06,624,77,eng,Paperback,FALSE,Plume
1561,415907446,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,"[Aristophanes, Jeffrey Henderson]",1996,93,3.94,256,6,eng,Paperback,FALSE,Routledge
1562,553213431,The Complete Plays,"[Aristophanes, Moses Hadas]",1984,1967,4.21,577,31,eng,Paperback,FALSE,Bantam Classics
1563,812234561,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,"[Aristophanes, David R. Slavitt]",1998,4,3.83,322,0,eng,Hardcover,FALSE,University of Pennsylvania Press
1564,674995872,Birds/Lysistrata/Women at the Thesmophoria (Loeb Classical Library 179),"[Aristophanes, Jeffrey Henderson]",2000,70,4.19,624,8,,Hardcover,FALSE,Harvard University Press
1566,872203611,Clouds/Wasps/Birds (Aristophanes 1),"[Aristophanes, Peter Meineck]",1998,1,3.78,480,0,eng,Hardcover,FALSE,"Hackett Publishing Company, Inc."
1567,140448144,Lysistrata and Other Plays,"[Aristophanes, Alan H. Sommerstein]",2003,3741,3.95,241,113,en-US,Paperback,FALSE,Penguin Classics
1568,1585100870,Acharnians,"[Aristophanes, Jeffrey Henderson]",2003,22,3.42,96,1,eng,Paperback,FALSE,Focus Publishing/R. Pullins Company
1569,941051242,Clouds,"[Aristophanes, Jeffrey Henderson]",1993,176,3.76,108,14,,Paperback,FALSE,Focus
1570,941051021,Lysistrata,"[Aristophanes, Jeffrey Henderson]",1988,70,3.85,96,8,,Paperback,FALSE,Focus
1571,199120099,Clouds,"[Aristophanes, Kenneth James Dover]",1969,13,3.76,254,2,eng,Paperback,FALSE,"Oxford University Press, USA"
1572,674995376,Clouds/Wasps/Peace,"[Aristophanes, Jeffrey Henderson]",1998,68,4.12,624,10,grc,Hardcover,FALSE,Loeb Classical Library/Harvard University Press
1573,140449515,The Birds and Other Plays,"[Aristophanes, David B. Barrett, Alan H. Sommerstein]",2003,1261,4.13,336,19,eng,Paperback,FALSE,Penguin Classics
1574,226777197,Socrates and Aristophanes,[Leo Strauss],1996,39,4.15,332,0,,Paperback,FALSE,University of Chicago Press
1576,140441522,Three Plays: The Wasps / The Poet and the Women / The Frogs,"[Aristophanes, David B. Barrett]",1964,381,3.95,224,26,eng,Paperback,FALSE,Penguin Books
1577,156027658,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,"[Aristophanes, Dudley Fitts]",2003,14,4.03,400,2,eng,Paperback,FALSE,Harcourt
1578,472061526,Four Comedies: Lysistrata/The Congresswomen/The Acharnians/The Frogs,"[Aristophanes, William Arrowsmith, Douglass Parker, Richmond Lattimore]",1969,82,3.82,432,11,,Paperback,FALSE,University of Michigan Press
1579,674995961,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),"[Aristophanes, Jeffrey Henderson]",2002,57,4.19,608,3,grc,hardback,FALSE,Harvard University Press
1580,812216849,Aristophanes 2: Wasps/Lysistrata/Frogs/The Sexual Congress,"[Aristophanes, David R. Slavitt, Smith Palmer Bovie]",1999,16,3.81,376,1,,Paperback,FALSE,University of Pennsylvania Press
1581,521575753,Aristophanes,[Angus M. Bowie],1996,5,3.5,348,0,,Paperback,FALSE,Cambridge University Press
1583,1420926438,Lysistrata,[Aristophanes],2005,169,3.85,80,19,,Paperback,FALSE,Digireads.com
1584,822007762,"Cliffs Notes on Aristophanes' Lysistrata, The Birds, The Clouds, The Frogs",[W. John Campbell],1983,5,2.8,80,0,eng,Paperback,FALSE,Cliffs Notes
1585,198721595,Aristophanes and Athens: An Introduction to the Plays,[Douglas M. MacDowell],1995,14,4.07,376,3,eng,Paperback,FALSE,Oxford University Press
1586,451616227,Lysistrata,"[Aristophanes, Douglass Parker]",1970,19,3.85,98,2,eng,Paperback,FALSE,Signet
1587,929524020,Aristophanes' Clouds,[Laura S. Barnard],1987,5,3.76,130,0,,Paperback,FALSE,Bryn Mawr Commentaries
1588,941051870,The Birds,"[Aristophanes, Jeffrey Henderson]",1999,96,3.88,98,9,,Paperback,FALSE,Focus
1589,472061534,Three Comedies: The Birds/The Clouds/The Wasps,"[Aristophanes, William Arrowsmith, Douglass Parker]",1969,31,3.78,408,3,,Paperback,FALSE,University of Michigan Press
1590,198140819,Peace,"[Aristophanes, S. Douglas Olson]",1999,245,3.59,408,11,eng,hardback,FALSE,"Oxford University Press, USA"
1591,872206033,Lysistrata,"[Aristophanes, Sarah Ruden]",2003,30002,3.85,132,524,eng,Paperback,FALSE,"Hackett Publishing Company, Inc."
1592,140443320,The Knights / Peace / The Birds / The Assembly Women / Wealth,"[Aristophanes, Alan H. Sommerstein, David B. Barrett, David Brett]",1978,40,3.77,335,1,en-US,Paperback,FALSE,Penguin Classics
1593,3487096331,Religion and Politics in Aristophanes' Clouds,[Marie C. Marianetti],1992,0,0,140,0,,Unknown Binding,FALSE,Olms-Weidmann
1594,521838258,Spectacles of Truth in Classical Greek Philosophy: Theoria in Its Cultural Context,[Andrea Wilson Nightingale],2004,4,4.5,311,1,,Hardcover,FALSE,Cambridge University Press
1595,521774330,Genres in Dialogue: Plato and the Construct of Philosophy,[Andrea Wilson Nightingale],2000,5,4.33,238,2,en-GB,Paperback,FALSE,Cambridge University Press
1596,907562523,The Nightingale Question: Five Poets from Saxony,[Tessa Ransford],2004,0,0,108,0,,Paperback,FALSE,Shearsman Books
1597,823006484,Thomas Cole (Famous Artists Series),"[Matthew Baigell, Thomas Cole]",2000,6,3.75,84,0,,Paperback,FALSE,Watson-Guptill Publications
1599,810929155,Thomas Cole,[Earl A. Powell III],2000,8,4.3,144,0,,Paperback,FALSE,Harry N. Abrams
1600,1883789133,The Life and Works of Thomas Cole,"[Louis Legrand Noble, Elliot S. Vesell]",1997,12,3.67,400,2,,Paperback,FALSE,Black Dome Press
1602,883600838,Thomas Cole's Paintings of Eden,"[Franklin Kelly, Thomas Cole]",1994,1,2,71,0,,Hardcover,FALSE,Amon Carter Museum
1604,295983116,Along the Juniata: Thomas Cole and the Dissemination of American Landscape Imagery,[Nancy Siegel],2003,2,2.5,143,0,,Paperback,FALSE,University of Washington Press
1605,801851181,The Origins of Rhetoric in Ancient Greece,[Thomas Cole],1995,4,3.25,208,0,,Paperback,FALSE,Johns Hopkins University Press
1606,801426553,Rhetoric and the Origins of Medieval Drama,[Jody Enders],1992,1,4,281,0,,Hardcover,FALSE,Cornell University Press
1607,299114007,Democracy and Punishment: Disciplinary Origins of the United States,[Thomas Dumm],1987,2,4,224,0,,Hardcover,FALSE,University of Wisconsin Press
1608,820438219,"The Puritan Tradition in Revolutionary, Federalist, and Whig Political Theory: A Rhetoric of Origins",[Dean Hammer],1998,0,0,218,0,,Paperback,FALSE,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften"
1609,899255655,"Rhetoric, The Bible, And The Origins Of Free Verse: The Early ""Hymns"" Of Friedrich Gottlieb Klopstock",[Katrin M. Kohl],,0,0,322,0,,,FALSE,
1610,521213231,Political Philosophy and Rhetoric: A Study of the Origins of American Party Politics,[John Zvesper],1977,2,3,237,0,,Hardcover,FALSE,Cambridge University Press
1612,809325012,Defining Reality: Definitions and the Politics of Meaning,[Edward Schiappa],2003,14,4.43,232,2,,Paperback,FALSE,Southern Illinois University Press
1613,1570035210,Protagoras and Logos: A Study in Greek Philosophy and Rhetoric,[Edward Schiappa],2003,14,4,251,0,,Paperback,FALSE,University of South Carolina Press
1614,300075901,The Beginnings of Rhetorical Theory in Classical Greece,[Edward Schiappa],1999,2,4,240,0,,Hardcover,FALSE,Yale University Press
1615,809124432,Mixing: Catholic-Protestant Marriages in the 1980's: A Guidebook for Couples and Families,[Barbara D. Schiappa],1982,0,0,143,0,,Unknown Binding,FALSE,Paulist Press
1617,374500010,"Night (The Night Trilogy, #1)","[Elie Wiesel, Marion Wiesel, François Mauriac]",2006,846845,4.32,115,24410,eng,Paperback,FALSE,Hill & Wang
1618,1400032717,The Curious Incident of the Dog in the Night-Time,[Mark Haddon],2004,1008275,3.87,226,34342,eng,Paperback,FALSE,Vintage
1619,30554624,Night,[Elie Wiesel],2009,324,4.32,193,46,,Hardcover,FALSE,Steck-Vaughn
1620,316156507,The Night Gardener,[George Pelecanos],2006,3985,3.63,372,353,eng,Hardcover,FALSE,Little Brown and Company
1621,030681529X,"Friday Night Lights: A Town, a Team, And a Dream",[H.G. Bissinger],2006,168,4.12,357,23,,Mass Market Paperback,FALSE,Perseus Books Group
1622,743477545,A Midsummer Night's Dream,"[William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey]",2016,375719,3.94,240,5259,eng,Paperback,FALSE,Simon & Schuster Paperbacks
1624,865471185,West with the Night,[Beryl Markham],1983,23425,4.19,294,2403,eng,,FALSE,
1625,743482778,Twelfth Night,[William Shakespeare],2004,134846,3.98,251,2362,eng,Paperback,FALSE,Folger
1626,743298152,Brokeback Mountain: Story to Screenplay,"[Annie Proulx, Larry McMurtry, Diana Ossana]",2006,1125,4.12,166,42,,Hardcover,FALSE,Scribner Book Company
1627,743271327,Brokeback Mountain,[Annie Proulx],2005,23823,3.94,55,1628,eng,Paperback,FALSE,Scribner
1628,739462164,Brokeback Mountain,[Annie Proulx],,112,3.94,64,12,,,FALSE,
1629,7205589,Close Range: Brokeback Mountain and Other stories,[Annie Proulx],2006,473,3.99,318,65,en-GB,Paperback,FALSE,
1633,142000280,Getting Things Done: The Art of Stress-Free Productivity,[David    Allen],2002,98431,3.98,267,3624,en-GB,Paperback,FALSE,Penguin Books
1634,1576751724,Getting Things Done When You Are Not in Charge,[Geoffrey M. Bellman],2001,69,3.45,176,11,,Paperback,FALSE,Berrett-Koehler Publishers
1635,609610570,Execution: The Discipline of Getting Things Done,"[Larry Bossidy, Ram Charan, Charles Burck]",2002,21319,3.86,278,340,en-US,Hardcover,FALSE,Currency
1636,1592574211,The Complete Idiot's Guide to Getting Things Done,[Jeff Davidson],2005,19,3.96,324,0,,Paperback,FALSE,Alpha Books
1637,955008107,"The Three Ways of Getting Things Done: Hierarchy, Heterarchy and Responsible Autonomy in Organizations",[Gerard Fairtlough],2007,5,4.29,130,0,,Paperback,FALSE,Triarchy Press Ltd
1638,787960586,"Results That Matter: Improving Communities by Engaging Citizens, Measuring Performance, and Getting Things Done","[Paul D. Epstein, David Swain, Paul M. Coates, Lyle D. Wray]",2005,11,4.08,242,0,,Hardcover,FALSE,Jossey-Bass
1639,70580286,"The Leader's Handbook: Making Things Happen, Getting Things Done","[Peter R. Scholtes, Russell L. Ackoff]",1997,117,4.16,415,8,,Spiral-bound,FALSE,McGraw-Hill Education
1642,843392463X,Formas breves,[Ricardo Piglia],2001,217,4.17,144,27,spa,Hardcover,FALSE,Anagrama
1643,8433968777,El último lector,[Ricardo Piglia],2009,307,4.13,209,21,spa,Paperback,FALSE,Anagrama
1644,822325861,The Absent City,"[Ricardo Piglia, Sergio Waisman]",2000,248,3.8,160,18,,Paperback,FALSE,Duke University Press Books
1645,1862076650,Money to Burn,"[Ricardo Piglia, Amanda Hopkinson]",2004,68,3.75,209,12,eng,Paperback,FALSE,Granta UK
1646,8433924710,Respiración artificial,[Ricardo Piglia],2008,1213,3.96,218,72,spa,Paperback,FALSE,Anagrama
1650,820486396,"Peripheral (Post) Modernity: The Syncretist Aesthetics of Borges, Piglia, Kalokyris and Kyriakidis",[Eleni Kefala],2006,0,0,303,0,,Hardcover,FALSE,"Peter Lang Inc., International Academic Publishers"
1654,8433924621,Plata quemada,[Ricardo Piglia],2005,1027,3.75,227,55,spa,Paperback,FALSE,Anagrama
1657,965268780,Feeding Frenzy: Attack Journalism and American Politics,[Larry J. Sabato],2000,34,3.63,202,2,,Unknown Binding,FALSE,"Lanahan Publishers, Incorporated"
1658,321317106,"American Government: Continuity and Change, Alternate Edition","[Karen  O'Connor, Larry J. Sabato]",2005,0,2.95,664,0,eng,Paperback,FALSE,Longman Publishing Group
1661,078930354X,No Excuses: Antonio Sabato Jr. Workout For Life,[Antonio Sabato Jr.],1999,3,3.4,144,0,,Hardcover,FALSE,Universe
1662,1592641261,Aleppo Tales,"[Haim Sabato, Hayim Sabato, Philip Simpson]",2005,27,4.22,269,2,,Paperback,FALSE,Toby Press
1664,321365208,Essentials of American and Texas Government: Continuity and Change,"[Karen  O'Connor, Larry J. Sabato]",2005,0,3.5,854,0,eng,Paperback,FALSE,Longman Publishing Group
1666,345349288,On Heroes and Tombs,"[Ernesto Sabato, Helen R. Lane]",1988,167,4.27,448,10,,Mass Market Paperback,FALSE,Ballantine Books
1667,8432216429,El túnel,[Ernesto Sabato],2003,419,4.04,159,54,spa,Paperback,FALSE,Seix Barral
1668,345373774,The Tunnel,"[Ernesto Sabato, Margaret Sayers Peden]",1991,17,4.04,232,1,,Paperback,FALSE,Ballantine Books
1670,,Antes Del Fin,[Ernesto Sabato],2003,50,3.98,192,8,,Paperback,FALSE,Planeta Publishing
1677,9500716054,Sobre héroes y tumbas,[Ernesto Sabato],,6371,4.27,547,171,spa,,FALSE,
1681,1565480848,The Confessions (Works of Saint Augustine 1),"[Augustine of Hippo, John E. Rotelle, Maria Boulding]",2002,140,3.91,416,24,eng,Paperback,FALSE,New City Press
1682,800787242,The Confessions of St. Augustine,[Augustine of Hippo],2005,679,3.91,199,62,,Paperback,FALSE,Fleming H. Revell Company
1684,679783199,The City of God,"[Augustine of Hippo, Thomas Merton, Marcus Dods]",2000,100,3.91,905,16,eng,Paperback,FALSE,Random House
1685,1565481240,The Enchiridion on Faith Hope and Love (Augustine Series 1),"[Augustine of Hippo, Bruce Harbert, John E. Rotelle]",1999,259,4.03,144,20,eng,paper,FALSE,New City Press
1686,520227573,Augustine of Hippo: A Biography,[Peter R.L. Brown],2000,1596,4.27,576,95,en-US,Paperback,FALSE,University of California Press
1687,1883937213,Augustine Came to Kent,"[Barbara Willard, Mary Beth Owens]",1996,249,3.63,179,28,,Paperback,FALSE,Bethlehem Books (Living History Library)
1689,,The Confessions,[Augustine of Hippo],2004,33,3.91,360,5,eng,Hardcover,FALSE,Hendrickson
