,Id_Buku,Isbn,Judul_Buku,Penulis,Tahun_Publikasi,Total_Ratings,Rataan_Rating,Jumlah_Halaman,Jumlah_Review,Format_Buku,Ebook,Penerbit,Jumlah_Penulis
6329,8747,1860497586,Desert Flower,['Waris Dirie'],1999,357,4.14,369,34,Paperback,False,Virao Press,1
6330,8748,3764501383,Nomadentochter,['Waris Dirie'],2002,26,3.83,300,1,Hardcover,False,Blanvalet,1
6332,8750,2226135510,L'Aube du désert,"['Waris Dirie', ""Jeanne d' Haem""]",2002,1,3.83,288,0,Paperback,False,Albin Michel,2
6334,8753,3820412220,Untersuchungen Zum Sogenannten Freien Dativ In Der Gegenwartssprache Und Auf Vorstufen Des Heutigen Deutsch,['Josef Schmid'],1987,0,0.0,299,0,Paperback,False,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",1
6335,8758,582435676,The Beach,['Joanna Strange'],2001,68,3.85,112,9,Paperback,False,Longman,1
6336,8761,91881803,The Weekenders: Travels in the Heart of Africa,"['W.F. Deedes', 'Sue Ryan', 'Alex Garland', 'Tony Hawks', ""Andrew O'Hagan"", 'Irvine Welsh', 'Giles Foden', 'Victoria Glendinning']",2001,122,3.17,340,11,Paperback,False,Ebury Press,8
6339,8765,307264556,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,['Nora Ephron'],2006,35692,3.68,137,4479,Hardcover,False,Knopf Publishing Group,1
6340,8766,345487427,Feel the Fear . . . and Do It Anyway,['Susan  Jeffers'],2006,478,4.03,217,52,Paperback,False,Ballantine Books,1
6341,8767,789488779,Touch & Feel: Animals Boxed Set,"['Jennifer Quasha', 'Deni Brown', 'Dawn Sirett']",2003,22,4.05,36,2,Board Book,False,DK Publishing,3
6342,8768,60245603,Today I Feel Silly  Other Moods That Make My Day,"['Jamie Lee Curtis', 'Laura Cornell']",2007,4064,4.15,40,497,Hardcover,False,HarperCollins,2
6343,8769,1884734715,The Way I Feel,['Janan Cain'],2000,2562,4.26,32,293,Hardcover,False,Parenting Press,1
6344,8770,789479311,My First Word Touch and Feel,['Anne Millard'],2001,23,3.78,12,5,Board Book,False,DK Children,1
6345,8771,807588970,When I Feel Angry,"['Nancy Cote', 'Cornelia Maude Spelman']",2000,106,3.99,24,4,Paperback,False,Albert Whitman  Company,2
6346,8772,553251961,"When I Say No, I Feel Guilty",['Manuel J. Smith'],1985,3,4.03,0,1,Mass Market Paperback,False,Bantam,1
6347,8773,786818727,Violet's House: A Giant Touch-and-Feel Book (Baby Einstein),"['Julie Aigner-Clark', 'Nadeem Zaidi']",2003,39,4.0,10,7,Board Book,False,Disney Press,2
6348,8774,470842903,Think Good - Feel Good: A Cognitive Behaviour Therapy Workbook for Children and Young People,['Paul Stallard'],2002,77,4.16,190,5,Paperback,False,Wiley,1
6349,8777,8881584069,Illy Collection,"['Andrea Illy', 'Achille Bonito Oliva', 'Francesco Illy', 'Achille Bonita Oliva']",2003,0,0.0,212,0,Hardcover,False,Charta,4
6350,8778,1558593217,The Book of Coffee: A Gourmet's Guide,"['Francesco Illy', 'Roccardo Illy', 'Riccardo Illy']",1992,10,4.1,192,1,Hardcover,False,Abbeville Press,3
6351,8781,198238320,The Grounds of Ethical Judgement: New Transcendental Arguments in Moral Philosophy,['Christian Illies'],2003,2,5.0,224,0,Hardcover,False,OUP Oxford,1
6352,8783,3596150655,Generation Golf. Eine Inspektion,['Florian Illies'],2001,304,3.14,219,9,Paperback,False,Fischer,1
6353,8786,486233626,Piano Playing: With Piano Questions Answered,['Josef Hofmann'],1976,71,3.63,336,5,Paperback,False,Dover Publications,1
6354,8787,61131520,The White Masai,"['Corinne Hofmann', 'Peter Millar']",2006,4369,3.43,320,478,Hardcover,False,Amistad,2
6355,8788,847823806,Hans Hofmann: Revised And Expanded,"['Sam Hunter', 'James Yohe']",2006,10,4.3,282,0,Hardcover,False,Rizzoli,2
6356,8789,3211835342,Global Positioning System: Theory and Practice,"['Bernhard Hofmann-Wellenhof', 'Herbert Lichtenegger', 'James    Collins']",2001,8,4.08,382,0,Paperback,False,Springer,3
6358,8792,3037780045,Poster Collection 07: Armin Hofmann,"['Armin Hofmann', 'Steven Heller']",2003,11,3.91,80,1,Paperback,False,Lars Muller Publishers,2
6359,8793,874270707,Hans Hofmann,"['Cynthia Goodman', 'Hans Hofmann']",1990,0,4.18,200,0,Paperback,False,Whitney Museum of American Art,2
6360,8794,807615269,Hans Hofmann: A Retrospective,['Karen Wilkin'],2003,4,4.0,143,0,Hardcover,False,George Braziller,1
6361,8796,1900850699,The Old Man Who Read Love Stories,['Luis Sepúlveda'],2002,21,3.89,128,5,Unknown Binding,False,Not Avail,1
6362,8797,439401879,The Story of a Seagull and the Cat Who Taught Her to Fly,"['Luis Sepúlveda', 'Chris Sheban', 'Margaret Sayers Peden']",2006,4860,4.13,128,209,Paperback,False,Scholastic Paperbacks,3
6363,8798,140271414,Un viejo que leía novelas de amor,['Luis Sepúlveda'],1998,156,3.89,144,11,Paperback,False,Penguin Books,1
6364,8799,8439710097,Ahora sabréis lo que es correr,"['Dave Eggers', 'María Victoria Alonso Blanco']",2004,2,3.63,400,1,Hardcover,False,Mondadori,2
6366,8801,486428400,The Burgess Bird Book for Children,"['Thornton W. Burgess', 'Louis Agassiz Fuertes']",2003,1203,4.31,272,52,Paperback,False,Dover Publications,2
6368,8803,1598181165,Blacky the Crow,['Thornton W. Burgess'],2006,1,4.03,136,0,Paperback,False,Aegypan,1
6369,8804,486437450,The Burgess Animal Book for Children,"['Thornton W. Burgess', 'Louis Agassiz Fuertes']",2004,442,4.26,288,25,Paperback,False,Dover Publications,2
6370,8806,486274004,The Adventures of Grandfather Frog,"['Thornton W. Burgess', 'Harrison Cady']",1992,259,4.08,96,17,Paperback,False,Dover Publications,2
6371,8807,1406931810,The Adventures of Jerry Muskrat,['Thornton W. Burgess'],2006,2,4.09,54,0,Paperback,False,Hard Press,1
6372,8808,486280233,The Adventures of Jimmy Skunk,"['Thornton W. Burgess', 'Thea Kliros', 'Harrison Cady']",1994,262,4.13,96,19,Paperback,False,Dover Publications,3
6373,8809,393315088,The Wanting Seed,['Anthony Burgess'],1996,5125,3.73,288,277,Paperback,False,W. W. Norton  Company,1
6374,8810,141182601,A Clockwork Orange,"['Anthony Burgess', 'Blake Morrison']",2000,5180,3.99,159,510,Paperback,False,Penguin Classics,2
6375,8811,014027409X,A Clockwork Orange,['Anthony Burgess'],1998,1382,3.99,160,115,Paperback,False,Penguin Modern Classics,1
6376,8812,345026241,A Clockwork Orange,['Anthony Burgess'],1971,615,3.99,191,70,Paperback,False,Ballantine Books,1
6377,8813,345316413X,Clockwork Orange,['Anthony Burgess'],2000,61,3.99,235,5,Paperback,False,Heyne,1
6378,8814,413735907,A Clockwork Orange (Stage Play),['Anthony Burgess'],2007,27,3.82,51,2,Paperback,False,Bloomsbury Publishing PLC,1
6379,8817,786709723,Shakespeare,['Anthony Burgess'],2002,37,3.86,256,4,Paperback,False,Da Capo Press,1
6380,8818,786706317,One Hand Clapping,['Anthony Burgess'],1999,983,3.82,224,50,Paperback,False,Da Capo Press,1
6381,8820,393316025,The Doctor is Sick,['Anthony Burgess'],1997,943,3.63,260,38,Paperback,False,W.W. Norton  Company,1
6382,8821,786702486,"Complete Enderby: Inside Mr. Enderby, Enderby Outside, the Clockwork Testament, and Enderby's...",['Anthony Burgess'],1996,380,4.1,631,16,Paperback,False,Carroll & Graf Publishers,1
6383,8822,99468646,Earthly Powers,['Anthony Burgess'],2004,2051,4.15,649,150,Paperback,False,Vintage Classics,1
6384,8823,393309436,The Long Day Wanes: A Malayan Trilogy,['Anthony Burgess'],1993,529,4.03,512,37,Paperback,False,W. W. Norton  Company,1
6385,8824,039331507X,Nothing Like the Sun,['Anthony Burgess'],1996,529,3.79,240,44,Paperback,False,W. W. Norton  Company,1
6386,8825,316116513,1985,['Anthony Burgess'],1978,35,3.48,272,8,Hardcover,False,Little Brown and Company,1
6387,8826,552999458,Dead Famous,['Ben Elton'],2002,8512,3.64,382,360,Paperback,False,Black Swan,1
6388,8827,552771309,The First Casualty,['Ben Elton'],2006,3471,3.88,444,223,Paperback,False,Black Swan,1
6389,8828,552999954,High Society,['Ben Elton'],2003,6044,3.78,380,196,Paperback,False,Black Swan,1
6390,8829,552771236,Past Mortem,['Ben Elton'],2005,4266,3.74,464,203,Paperback,False,Black Swan,1
6391,8830,552771848,Popcorn,['Ben Elton'],2003,5281,3.5,320,178,Paperback,False,Black Swan,1
6392,8831,385334524,Blast from the Past,['Ben Elton'],2000,2524,3.45,304,81,Paperback,False,Delta,1
6393,8832,593051114,The First Casualty,['Ben Elton'],2005,48,3.88,389,7,Hardcover,False,Transworld Publishers,1
6394,8833,385334656,Inconceivable,['Ben Elton'],2010,3580,3.56,288,111,Paperback,False,Delta,1
6395,8834,055277183X,This Other Eden,['Ben Elton'],2003,2237,3.73,400,67,Paperback,False,Black Swan,1
6396,8835,413736709,Plays 1: Gasping / Silly Cow / Popcorn,['Ben Elton'],1998,36,4.0,272,3,Paperback,False,Bloomsbury Methuen Drama,1
6397,8836,152167110,A Guide for Grown-ups: Essential Wisdom from the Collected Works of Antoine de Saint-Exupéry,['Antoine de Saint-Exupéry'],2002,503,4.19,96,36,Hardcover,False,HMH Books for Young Readers,1
6398,8837,156027496,"Wind, Sand and Stars","['Antoine de Saint-Exupéry', 'Lewis Galantière', 'سروش حبیبی']",2002,8085,4.18,229,624,Paperback,False,Mariner Books,3
6399,8838,156027534,Wartime Writings 1939-1944,"['Antoine de Saint-Exupéry', 'Norah Purcell', 'Anne Morrow Lindbergh']",2002,90,4.05,264,5,Paperback,False,Mariner Books,3
6400,8840,805079130,Saint-Exupéry,"['Stacy Schiff', 'Antoine de Saint-Exupéry']",2006,198,4.03,560,26,Paperback,False,Holt Paperbacks,2
6401,8841,812967178,The Tale of the Rose: The Love Story Behind The Little Prince,"['Consuelo de Saint-Exupéry', 'Esther Allen']",2003,541,3.76,308,65,Paperback,False,Random House Trade Paperbacks,2
6402,8843,156037335,Airman's Odyssey,"['Antoine de Saint-Exupéry', 'Stuart Gilbert', 'Lewis Galantière']",1984,154,4.16,456,14,Paperback,False,Harcourt Brace Jovanovich,3
6403,8844,152048049,The Little Prince,['Antoine de Saint-Exupéry'],2003,3733,4.3,96,174,Hardcover,False,HMH Books for Young Readers,1
6404,8846,152047263,Introducing the Little Prince: Board Book Gift Set,['Antoine de Saint-Exupéry'],2003,7,4.43,12,0,Board Book,False,Houghton Mifflin,1
6405,8847,152057056,The Little Prince Book of Fun and Adventure,"['Antoine de Saint-Exupéry', 'Lucinda Bent']",2006,42,4.19,64,4,Spiral-bound,False,HMH Books for Young Readers,2
6406,8848,2070513289,Le Petit Prince,['Antoine de Saint-Exupéry'],2004,352,4.3,123,18,Paperback,False,Gallimard Jeunesse,1
6407,8850,1414004001,The Return of The Little Prince,['Ysatis De Saint-Simon'],2004,146,3.34,116,10,Paperback,False,1st Book Library,1
6408,8851,156839016,Southern Mail,"['Antoine de Saint-Exupéry', 'Curtis Cate']",1972,815,3.7,132,25,Paperback,False,Mariner Books,2
6409,8852,743477103,Macbeth,"['William Shakespeare', 'Linda Alchin', 'Antoni Cimolino', ""Shelagh O'Brien""]",2013,568266,3.89,246,7390,Mass Market Paperback,False,Simon  Schuster,4
6410,8853,812035712,Macbeth,"['William Shakespeare', 'Alan Durband']",1985,288,3.89,224,19,Paperback,False,Barrons Educational Series,2
6412,8855,844257370,Macbeth,"['William Shakespeare', 'Robert R. Roth']",1994,464,3.89,199,26,Paperback,False,McGraw-Hill/Glencoe,2
6413,8856,446606987,"Death of a Scriptwriter (Hamish Macbeth, #14)",['M.C. Beaton'],1999,3132,3.78,198,180,Paperback,False,Warner Books,1
6414,8857,446607134,"Death of a Gossip (Hamish Macbeth, #1)",['M.C. Beaton'],1999,9426,3.71,179,709,Paperback,False,Warner Books,1
6415,8858,446614890,"Death of a Poison Pen (Hamish Macbeth, #19)",['M.C. Beaton'],2005,3189,3.82,227,198,Paperback,False,Warner Books,1
6416,8859,446614726,"Death of an Outsider (Hamish Macbeth, #3)",['M.C. Beaton'],2005,5477,3.83,194,297,Paperback,False,Warner Books,1
6417,8860,764586025,Cliffs Notes on Shakespeare's Macbeth,['Alex Went'],2000,25,3.55,112,2,Paperback,False,Cliffs Notes,1
6418,8861,446608289,"Death of an Addict (Hamish Macbeth, #15)",['M.C. Beaton'],2001,2890,3.8,214,155,Paperback,False,Warner Books,1
6419,8862,60088745,A Year in the Life of William Shakespeare: 1599,['James Shapiro'],2006,2270,4.09,333,242,Paperback,False,Harper Perennial,1
6420,8863,316851590,William Shakespeare: An Illustrated Biography,['Anthony Holden'],2002,7,3.66,352,0,Hardcover,False,"Little, Brown Book Group",1
6421,8864,006083417X,Players: The Mysterious Identity of William Shakespeare,['Bertram Fields'],2006,11,3.62,320,1,Paperback,False,Harper Perennial,1
6422,8865,448439042,Who Was William Shakespeare?,"['Celeste Davidson Mannis', ""John   O'Brien""]",2006,698,4.03,105,90,Paperback,False,Grosset & Dunlap,2
6424,8870,155921127X,The Black Cat,"['Edgar Allan Poe', 'Alan James Robinson']",1994,105,4.07,27,9,Paperback,False,Moyer Bell and its subsidiaries,2
6425,8871,821227726,The Raven and Other Poems and Tales by Edgar Allan Poe,"['Edgar Allan Poe', 'Daniel Alan Green']",2001,822,4.3,119,26,Hardcover,False,Bulfinch Press,2
6426,8874,786426632,Planet of the Apes as American Myth: Race and Politics in the Films and Television Series,['Eric Greene'],2006,4,4.0,247,1,Paperback,False,McFarland & Company,1
6427,8875,517209489,Planet of the Apes,"['Pierre Boulle', 'Xan Fielding']",2000,87,3.94,192,15,Hardcover,False,Wings,2
6428,8876,819563293,"*planet of the Apes* as American Myth: Race, Politics, and Popular Culture","['Eric Greene', 'Richard Slotkin']",1999,49,4.0,286,4,Paperback,False,Wesleyan,2
6429,8877,764303325,Planet of the Apes Collectibles: An Unauthorized Guide with Trivia & Values,['Christopher Sausville'],1997,1,2.0,127,0,Paperback,False,Schiffer Publishing,1
6430,8878,95132414,Conquest of the Planet of the Apes,"['John Jakes', 'Paul Dehn']",1974,236,3.7,187,10,Paperback,False,Award Books,2
6431,8879,60086211,Planet of the Apes: Colony,['William T. Quick'],2003,22,3.55,288,1,Paperback,False,HarperEntertainment,1
6432,8880,1569716684,"Planet of the Apes, Volume 1: Old Gods",['Ian Edginton'],2002,8,2.62,80,2,Paperback,False,Dark Horse Comics,1
6433,8881,60086203,Planet of the Apes: The Fall,['William T. Quick'],2002,53,2.92,288,2,Paperback,False,HarperEntertainment,1
6434,8882,1550224468,Planet of the Apes: An Unofficial Companion,['David Hofstede'],2001,13,3.46,220,4,Paperback,False,ECW Press,1
6435,8883,752261681,The Legend of the Planet of the Apes: Or How Hollywood Turned Darwin Upside Down,"['Brian Penreigh', 'Brian Pendreigh']",2001,8,4.0,216,1,Paperback,False,Macmillan UK,2
6436,8885,1569717591,Planet of the Apes Volume 2,"['Dan Abnett', 'Ian Edginton', 'Pop Mhan', 'Paco Medina', 'Sanford Greene', 'Adrián Sibar']",2002,11,3.0,80,2,Paperback,False,Dark Horse Comics,6
6437,8887,156971584X,Planet of the Apes: The Human War,"['Ian Edginton', 'Paco Medina', 'Adrián Sibar']",2001,29,3.32,80,3,Paperback,False,Dark Horse Comics,3
6438,8889,345251679,Return to the Planet of the Apes #2: Escape from Terror Lagoon,['William Arrow'],1976,8,2.78,0,2,Mass Market Paperback,False,Ballantine Books,1
6441,8895,184023380X,Planet of the Apes: The Human War,['Ian Edginton'],2001,1,3.32,72,1,Paperback,False,Titan Books Ltd,1
6442,8901,891901639,Battle for the Planet of the Apes,"['David Gerrold', 'John William Corrington', 'Joyce Hooper Corrington']",1973,455,3.67,158,8,Paperback,False,Award Books,3
6443,8902,006107635X,Planet of the Apes Movie Novelization,['William T. Quick'],2001,64,3.4,288,4,Paperback,False,HarperEntertainment,1
6444,8904,60937696,Planet of the Apes: Leo's Logbook: A Captain's Days in Captivity,"['Benjamin Athens', 'Tim Burton']",2001,2,2.5,48,0,Paperback,False,Harper Paperbacks,2
6446,8908,307346609,World War Z: An Oral History of the Zombie War,['Max Brooks'],2006,354623,4.01,342,20208,Hardcover,False,Crown,1
6447,8909,375759239,The War of the Worlds,"['H.G. Wells', 'Arthur C. Clarke']",2002,186896,3.81,192,4222,Paperback,False,Modern Library,2
6448,8910,805076239,The Second World War: A Complete History,['Martin  Gilbert'],2004,863,4.19,928,41,Paperback,False,Holt McDougal,1
6450,8912,1556524552,World War II for Kids: A History with 21 Activities,"['Richard Panchyk', 'John McCain']",2002,93,4.2,176,13,Paperback,False,Chicago Review Press,2
6451,8913,821257137,LIFE: World War II: History's Greatest Conflict in Pictures,"['Richard B. Stolley', 'Bruce Frankel']",2005,9,4.39,352,1,Paperback,False,Bulfinch,2
6452,8914,375700455,The First World War,['John Keegan'],2000,10544,4.02,475,355,Paperback,False,Vintage,1
6453,8915,688085873,A Short History of World War II,['James L. Stokesbury'],1980,460,3.94,416,38,Paperback,False,William Morrow Paperbacks,1
6454,8916,517052253,The Complete Science Fiction Treasury of H.G. Wells,['H.G. Wells'],1987,45,4.14,0,1,Hardcover,False,Random House Value Publishing,1
6455,8917,486215318,Best Science Fiction Stories of H. G. Wells,['H.G. Wells'],2011,60,3.84,320,4,Paperback,False,Dover Publications,1
6457,8919,439574277,The Invisible Man,['H.G. Wells'],2004,325,3.63,208,22,Paperback,False,Scholastic Paperbacks,1
6458,8920,1404309721,The Hound of the Baskervilles,['Arthur Conan Doyle'],2002,47,4.1,176,2,Hardcover,False,IndyPublish.com,1
6459,8921,451528018,"The Hound of the Baskervilles (Sherlock Holmes, #5)","['Arthur Conan Doyle', 'Anne Perry', 'Maria Buitoni Duca', 'سمیه شکرزاده', 'Sidney Paget']",2001,181902,4.1,256,4531,Mass Market Paperback,False,Signet,5
6460,8922,9626343346,"The Hound of the Baskervilles (Sherlock Holmes, #5)","['Arthur Conan Doyle', 'David Timson']",2005,131,4.1,5,20,Audio CD,False,Naxos Audiobooks,2
6461,8924,763630640,The Hound of the Baskervilles,"['Arthur Conan Doyle', 'Pam Smy']",2006,63,4.1,272,7,Hardcover,False,Candlewick Press,2
6462,8925,812966066,The Hound of the Baskervilles,"['Arthur Conan Doyle', 'Laurie R. King']",2002,719,4.1,208,51,Paperback,False,Modern Library,2
6463,8926,1904633722,The Hound of the Baskervilles & The Valley of Fear,['Arthur Conan Doyle'],2011,1246,4.21,424,46,Hardcover,False,Collector's Library,1
6464,8927,1596792507,Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),"['Malvina G. Vogel', 'Arthur Conan Doyle']",2005,30,4.51,237,0,Hardcover,False,Abdo Publishing Company,2
6465,8928,977769429,The Hound of the Baskervilles,['Arthur Conan Doyle'],2006,88,4.1,128,11,Paperback,False,Stovepipe Press,1
6466,8930,1401301959,Jamie's Italy,"['Jamie Oliver', 'David Loftus', 'Chris Terry']",2006,7501,4.0,320,89,Hardcover,False,Hachette Books,3
6467,8931,1401301940,Jamie's Dinners: The Essential Family Cookbook,"['Jamie Oliver', 'Marion Deuchars', 'David Loftus', 'Chris Terry']",2004,4258,4.07,336,48,Hardcover,False,Hachette Books,4
6468,8932,141010371,Jamie's Kitchen,['Jamie Oliver'],2002,4013,3.89,336,30,Hardcover,False,Hyperion,1
6469,8935,1903402557,Jamie Oliver: The Biography,"['Stafford Hildred', 'Tim Ewbank']",2001,18,3.41,249,1,Hardcover,False,John Blake,2
6470,8936,7205406,"Soup Kitchen: The Ultimate Collection from the Ultimate Chefs Including Nigella Lawson, Jamie Oliver, Gordon Ramsay and Rick Stein","['Thomasina Miers', 'Hugh Fearnley-Whittingstall', 'Annabel Buckingham']",2006,61,3.79,224,3,Hardcover,False,HarperCollins UK,3
6471,8938,7756372,"Soup Kitchen: The Ultimate Soup Collection from the Ultimate Chefs Including Jill Dupleix, Donna Hay, Nigella Lawson, Jamie Oliver and Tetsuy","['Thomasina Miers', 'Annabel Buckingham', 'Hugh Fearnley-Whittingstall']",2007,7,3.79,224,0,Paperback,False,HarperCollins (UK),3
6472,8942,7185677,Let's Go Shopping,['Betty Moon'],2005,0,3.0,16,1,Paperback,False,Collins,1
6474,8946,034049168X,The Walls of Spyte,"['Dave Morris', 'Oliver Johnson', 'Jamie Thomson']",1988,22,4.33,304,0,Paperback,False,Knight Books,3
