,Id_Buku,Isbn,Judul_Buku,Penulis,Tahun_Publikasi,Total_Ratings,Rataan_Rating,Jumlah_Halaman,Jumlah_Review,Format_Buku,Ebook,Penerbit,Jumlah_Penulis
3371,4577,745323103,Century of War,['F. William Engdahl'],2004,3,4.2,303,2,Hardcover,False,Pluto Press (UK),1
3372,4578,399245324,Journey Between Worlds,"['Sylvia Engdahl', 'James McCrea', 'Ruth McCrea']",2006,143,3.62,240,18,Hardcover,False,Putnam,3
3373,4579,142402931,The Far Side of Evil,['Sylvia Engdahl'],2005,59,3.98,324,8,Paperback,False,Firebird,1
3374,4580,142500372,Enchantress from the Stars,"['Sylvia Engdahl', 'Lois Lowry']",2003,2038,3.94,304,227,Mass Market Paperback,False,Firebird,2
3375,4582,737730951,Are Chain Stores Ruining America? (At Issue),"['Stuart A. Kallen', 'Kirsten Engdahl']",2006,0,0.0,87,0,Hardcover,False,Greenhaven Press,2
3376,4583,60792175,Everything Is Illuminated,['Jonathan Safran Foer'],2005,1758,3.9,276,191,Paperback,False,Harper Perennial,1
3377,4584,141008253,Everything Is Illuminated,['Jonathan Safran Foer'],2003,5111,3.9,276,514,Paperback,False,Penguin Group,1
3378,4588,618711651,Extremely Loud and Incredibly Close,['Jonathan Safran Foer'],2006,328075,3.98,326,19005,Paperback,False,Mariner Books,1
3381,4591,60894083,Genome: the Autobiography of a Species in 23 Chapters,['Matt Ridley'],2006,20232,4.03,344,692,Paperback,False,Harper Perennial,1
3382,4592,120885638,The Regulatory Genome: Gene Regulatory Networks in Development and Evolution,['Eric H. Davidson'],2006,14,3.88,289,0,Hardcover,False,Academic Press,1
3383,4593,879697121,Bioinformatics: Sequence and Genome Analysis,['David W. Mount'],2004,60,3.83,692,3,Paperback,False,Cold Spring Harbor Laboratory Press,1
3384,4594,878932321,A Primer of Genome Science,"['Greg Gibson', 'Spencer V. Muse']",2004,11,3.52,378,0,Paperback,False,Sinauer Associates,2
3385,4595,345433742,The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World,['James Shreeve'],2005,263,3.82,392,22,Paperback,False,Ballantine Books,1
3386,4599,786886323,Carter Beats the Devil,['Glen David Gold'],2002,10882,4.09,483,867,Paperback,False,Hyperion,1
3387,4600,689861133,"Moo, Baa, La La La!",['Sandra Boynton'],2004,28339,4.2,14,504,Hardcover,False,Simon & Schuster Childrens Books,1
3388,4601,743461517,"Click, Clack, Moo: Cows That Type","['Doreen Cronin', 'Betsy Lewin']",2003,342,4.24,30,33,Paperback,False,Pocket Books,2
3389,4602,689845073,Dooby Dooby Moo,"['Doreen Cronin', 'Betsy Lewin']",2006,7732,4.1,40,244,Hardcover,False,Atheneum Books for Young Readers,2
3390,4603,1857141792,Peek-A-Moo!,['Marie Torres Cimarusti'],1999,14,4.11,12,3,Hardcover,False,Ragged Bears USA,1
3392,4606,689842198,Sailor Moo: Cow at Sea,"['Lisa Wheeler', 'Ponder Goembel']",2002,157,4.1,32,41,Hardcover,False,Atheneum/Richard Jackson Books,2
3393,4607,1586633813,Catch-22 (Spark Notes Literature Guide),['SparkNotes'],2002,5,4.17,88,1,Paperback,False,SparkNotes,1
3394,4608,822002965,CliffsNotes on Heller's Catch-22,"['Charles A. Peek', 'CliffsNotes', 'Joseph Heller']",1975,36,3.57,48,1,Paperback,False,Cliffs Notes,3
3395,4609,60890096,Catch-22,"['Joseph Heller', 'Jay O. Sanders']",2007,264,3.98,16,69,Audio CD,False,Caedmon,2
3396,4610,99477319,Catch-22,['Joseph Heller'],1994,5386,3.98,519,448,Paperback,False,Vintage,1
3397,4611,1585622117,Coping with Depression: From Catch-22 to Hope,['Jon G. Allen'],2006,9,4.44,317,2,Paperback,False,American Psychiatric Association Publishing,1
3398,4613,812417178,Catch-22,['Joseph Heller'],2001,36,3.98,453,3,Hardcover,False,Perfection Learning,1
3399,4615,140620222,Pride and Prejudice,['Jane Austen'],1994,1864,4.25,299,185,Mass Market Paperback,False,Penguin,1
3400,4616,189429453X,The Amazing Adventures Of Captain Bob Bartlett,['Susan Chalker Browne'],2002,1,3.0,40,1,Paperback,False,Breakwater Books,1
3401,4618,1577171802,Tyro,['Stewart Cowley'],2001,0,0.0,32,0,Hardcover,False,Todtri Productions,1
3402,4619,897934903,"Sex Secrets of an American Geisha: How to Attract, Satisfy, and Keep Your Man",['Py Kim Conant'],2006,39,3.83,240,6,Paperback,False,Hunter House,1
3403,4620,520204956,Geisha,['Liza Dalby'],1998,3661,4.0,367,139,Paperback,False,University of California Press,1
3404,4622,1856486974,"Geisha: A Unique World of Tradition, Elegance and Art","['John Gallagher', 'Wayne Reynolds']",2003,142,4.12,256,9,Hardcover,False,PRC Publishing,2
3405,4623,743297261,"Does Anything Eat Wasps?: And 101 Other Unsettling, Witty Answers to Questions You Never Thought You Wanted to Ask","['New Scientist', ""Mick O'Hare""]",2006,587,3.51,224,45,Paperback,False,Atria Books,2
3406,4624,3462031953,Chronik eines angekündigten Todes,"['Gabriel García Márquez', 'Curt Meyer-Clason']",2002,11,3.96,119,1,Paperback,False,Kiepenheuer & Witsch,2
3407,4625,684843323,The Complete Short Stories of Ernest Hemingway,"['Ernest Hemingway', 'John Hemingway', 'Patrick Hemingway', 'Gregory H. Hemingway', 'Charles Scribner Jr.']",1998,29700,4.28,650,633,Paperback,False,Scribner,5
3408,4626,1565124820,Hemingway & Bailey's Bartending Guide to Great American Writers,"['Mark Bailey', 'Edward Hemingway']",2006,129,3.89,97,24,Hardcover,False,Algonquin Books,2
3409,4627,99481561,For Whom The Bell Tolls,['Ernest Hemingway'],2005,162,3.96,490,7,Paperback,False,Vintage Classics,1
3410,4629,743225295,Hemingway on Hunting,"['Ernest Hemingway', 'Seán Hemingway', 'Patrick Hemingway']",2003,103,3.84,336,5,Paperback,False,Scribner,3
3411,4630,684859238,To Have and Have Not,['Ernest Hemingway'],1999,18724,3.56,176,948,Hardcover,False,Scribner,1
3412,4631,99285045,A Moveable Feast,['Ernest Hemingway'],2012,79937,4.04,192,4653,Paperback,False,Vintage,1
3413,4632,074321918X,Hemingway on Fishing,"['Ernest Hemingway', 'Nick Lyons', 'Jack Hemingway']",2002,252,3.98,272,24,Paperback,False,Scribner,3
3414,4633,743253426,Islands in the Stream,['Ernest Hemingway'],2003,10948,3.88,448,453,Hardcover,False,Scribner,1
3415,4635,1557530793,"Modern Lives: A Cultural Re-Reading of the ""Lost Generation""",['Marc Dolan'],1996,2,3.0,253,0,Hardcover,False,Purdue University Press,1
3416,4637,99449234,Berlin Blues,"['Sven Regener', 'John Brownjohn']",2004,175,3.86,247,23,Paperback,False,Vintage,2
3417,4638,820401722,Literature's Silent Language: Nonverbal Communication,['Stephen R. Portch'],1985,1,5.0,172,0,Hardcover,False,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",1
3418,4641,684837862,The Short Stories,['Ernest Hemingway'],2002,219,4.26,464,21,Hardcover,False,Scribner Classics,1
3419,4642,1561643424,Hemingway's Cats: An Illustrated Biography,"['Carlene Fredericka Brennen', 'Hilary Hemingway']",2005,44,3.79,185,8,Hardcover,False,Pineapple Press,2
3420,4643,71479104,Hemingway's Hurricane: The Great Florida Keys Storm of 1935,['Phil Scott'],2006,16,3.68,288,2,Paperback,False,International Marine Publishing,1
3421,4644,848821440,A Farewell to Arms,['Ernest Hemingway'],2000,67,3.8,336,8,Hardcover,False,Amereon Limited,1
3422,4645,684862212,The Snows of Kilimanjaro and Other Stories,['Ernest Hemingway'],1999,24347,3.87,144,693,Hardcover,False,Scribner,1
3423,4646,670865958,The Funky Squad Annual,['Santo Cilauro'],1995,6,4.17,168,2,Unknown Binding,False,Viking Books,1
3424,4647,1844003361,San Sombrero,"['Santo Cilauro', 'Tom Gleisner', 'Rob Sitch']",2006,14,3.89,256,1,Paperback,False,Quadrille Publishing Ltd,3
3426,4649,743246896,Selected Letters 1917-1961,"['Ernest Hemingway', 'Carlos Baker', 'Francesco Franconeri']",2003,308,4.14,976,8,Hardcover,False,Scribner,3
3427,4651,694524980,The Ernest Hemingway Audio Collection,"['Ernest Hemingway', 'Charlton Heston']",2001,41,4.29,4,7,Audio CD,False,Caedmon,2
3428,4652,684822761,In Our Time,['Ernest Hemingway'],2003,16478,3.79,156,736,Paperback,False,Scribner,1
3429,4653,552773123,Until I Find You,['John Irving'],2006,192,3.63,928,33,Paperback,False,Black Swan,1
3430,4654,345458265,The Imaginary Girlfriend,['John Irving'],2002,1796,3.41,192,108,Paperback,False,Ballantine Books,1
3432,4656,345463153,The Fourth Hand,['John Irving'],2003,24899,3.31,368,957,Paperback,False,Fawcett Books,1
3433,4657,034541800X,The Water-Method Man,['John Irving'],1997,10317,3.35,272,244,Paperback,False,Ballantine Books,1
3434,4658,345417984,Setting Free the Bears,['John Irving'],1997,8732,3.3,304,210,Paperback,False,Ballantine Books,1
3436,4660,345417968,The 158-Pound Marriage,['John Irving'],1997,11193,3.24,176,276,Paperback,False,Ballantine Books,1
3437,4661,345404742,Trying to Save Piggy Sneed,['John Irving'],1997,5590,3.36,464,179,Paperback,False,Ballantine Books,1
3438,4662,684842505,The Short Stories,"['F. Scott Fitzgerald', 'Matthew J. Bruccoli']",1998,11969,4.23,800,162,Hardcover,False,Scribner,2
3439,4663,313331642,F. Scott Fitzgerald: A Biography,['Edward J. Rielly'],2005,9,4.0,131,0,Hardcover,False,Libraries Unlimited,1
3440,4664,684801531,A Life in Letters,"['F. Scott Fitzgerald', 'Matthew J. Bruccoli']",1995,181,4.24,528,12,Paperback,False,Scribner,2
3441,4665,812974778,The Best Early Stories of F. Scott Fitzgerald,"['F. Scott Fitzgerald', 'Bryant Mangum', 'Roxana Robinson']",2005,501,4.14,352,26,Paperback,False,Modern Library,3
3442,4666,1570031460,On Authorship,"['F. Scott Fitzgerald', 'Matthew J. Bruccoli', 'Judith S. Baughman']",1996,7,3.57,203,1,cloth,False,University of South Carolina Press,3
3443,4667,743247299,This Side of Paradise,['F. Scott Fitzgerald'],2003,24,3.67,296,5,ebook,True,Scribner,1
3444,4668,1570034559,Some Sort of Epic Grandeur: The Life of F. Scott Fitzgerald,['Matthew J. Bruccoli'],2002,402,4.21,696,44,Paperback,False,University of South Carolina Press,1
3445,4669,873515129,The St. Paul Stories of F. Scott Fitzgerald,"['F. Scott Fitzgerald', 'Dave Page', 'Patricia Hampl']",2004,94,3.96,328,11,Paperback,False,Minnesota Historical Society Press,3
3446,4670,141183594,Tender is the Night,"['F. Scott Fitzgerald', 'Arnold Goldman', 'Richard Godden']",2001,1304,3.82,400,133,Paperback,False,Penguin Classics,3
3449,4673,140771972,The Great Gatsby,"['Kathleen Parkinson', 'F. Scott Fitzgerald']",2003,527,3.88,144,28,Paperback,False,Penguin Global,2
3450,4674,60098910,The Great Gatsby,"['F. Scott Fitzgerald', 'Tim Robbins']",2002,251,3.91,6,57,Audio CD,False,Caedmon,2
3451,4675,1572702567,The Great Gatsby,"['F. Scott Fitzgerald', 'Alexander Scourby']",2002,62,3.91,4,13,Audio CD,False,Audio Partners,2
3452,4676,764586017,Cliffs Notes on Fitzgerald's the Great Gatsby,"['Kate Maurer', 'F. Scott Fitzgerald', 'CliffsNotes']",2000,75,3.73,96,13,Paperback,False,Cliffs Notes,3
3453,4677,140620184,The Great Gatsby,['F. Scott Fitzgerald'],1994,2646,3.91,188,242,Paperback,False,Penguin Books,1
3454,4678,158663349X,The Great Gatsby (SparkNotes Literature Guide),"['SparkNotes', 'F. Scott Fitzgerald']",2002,1,3.65,72,0,Paperback,False,SparkNotes,2
3456,4680,312426453,Limitations (Kindle County Legal Thriller #7),['Scott Turow'],2006,1702,3.33,208,225,Paperback,False,Picador,1
3457,4681,446612626,Reversible Errors (Kindle County Legal Thriller #6),['Scott Turow'],2003,4986,3.84,553,216,Paperback,False,Warner Vision,1
3458,4682,446604402,The Laws Of Our Fathers (Kindle County Legal Thriller #4),['Scott Turow'],1997,3585,3.75,817,160,Paperback,False,Grand Central Publishing,1
3459,4683,446608602,Personal Injuries (Kindle County Legal Thriller #5),['Scott Turow'],2000,5078,3.86,528,173,Paperback,False,Warner Books (NY),1
3460,4685,446673781,One L: The Turbulent True Story of a First Year at Harvard Law School,['Scott Turow'],1997,5929,3.66,288,438,Paperback,False,Warner Books (NY),1
3461,4686,031242373X,Ultimate Punishment,['Scott Turow'],2004,500,3.81,176,49,Paperback,False,St. Martins Press-3PL,1
3463,4692,751503894,"The Physician (Cole Family Trilogy, #1)",['Noah Gordon'],2001,22358,4.37,720,1132,Paperback,False,"Little, Brown Book Group",1
3464,4693,451187261,"Matters of Choice (Cole Family Trilogy, #3)","['Noah Gordon', 'Mirjana Cvekić', 'Ljiljana Cvekić']",1997,2576,3.37,448,138,Paperback,False,Signet,3
3465,4694,8466617884,La doctora Cole (Cole Family Trilogy #3),"['Noah Gordon', 'Jordi Mustieles']",2005,398,3.37,496,20,Paperback,False,Ediciones B,2
3466,4695,449214540,The Rabbi,['Noah Gordon'],1987,899,3.68,448,44,Paperback,False,Fawcett,1
3467,4696,312300530,The Last Jew,"['Noah Gordon', 'Mirjana Cvekić', 'Ljiljana Cvekić']",2000,4185,4.08,352,183,Paperback,False,St. Martin's Griffin,3
3468,4698,974016713,The Frequencies,['Noah Eli Gordon'],2003,69,4.32,81,8,Paperback,False,Tougher Disguises,1
3469,4699,8466616381,El médico (Cole Family Trilogy #1),['Noah Gordon'],2005,571,4.37,998,31,Paperback,False,Ediciones B,1
3470,4700,849654642X,"Chamán (Familia Cole, #2)","['Noah Gordon', 'Elsa Mateo']",2006,456,4.12,768,21,Paperback,False,Zeta Bolsillo,2
3471,4702,99712911,Agent Z And The Penguin From Mars,['Mark Haddon'],2005,13,3.95,176,0,Paperback,False,Red Fox,1
3472,4703,307275698,The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,['Mark Haddon'],2006,411,3.3,60,36,Paperback,False,Vintage,1
3473,4704,000664600X,Ocean Star Express,"['Mark Haddon', 'Peter   Sutton']",2002,1,3.5,32,0,Paperback,False,HarperCollins UK,2
3474,4705,152012850,The Sea of Tranquility,"['Mark Haddon', 'Christian Birmingham']",1996,2,3.56,32,0,Hardcover,False,HMH Books for Young Readers,2
3475,4707,8478889108,El curioso incidente del perro a medianoche,"['Mark Haddon', 'Patricia Antón de Vez']",2004,4030,3.87,268,455,Paperback,False,Salamandra,2
3476,4708,743451503,The Beautiful and Damned,['F. Scott Fitzgerald'],2002,30782,3.75,422,1714,Paperback,False,Simon & Schuster,1
3477,4709,853318212,The Beautiful and the Damned: The Creation of Identity in Nineteenth-Century Photography,"['Peter Hamilton', 'Roger  Hargreaves']",2001,7,3.38,121,1,Hardcover,False,Ben Uri Gallery & Museum,2
3478,4710,233009981,Moscow: The Beautiful and the Damned: Life in Russia in Transition,['Nick Holdsworth'],2005,5,3.83,304,1,Paperback,False,Andre Deutsch,1
3479,4711,140180575,The Beautiful and Damned,['F. Scott Fitzgerald'],1989,110,3.75,368,13,Paperback,False,Penguin Books,1
3480,4712,1421905507,"Beautiful and Damned, The",['F. Scott Fitzgerald'],2005,0,3.75,384,0,Hardcover,False,IndyPublish,1
3481,4713,375422471,"The Ivan Moffat File: Life Among the Beautiful and Damned in London, Paris, New York,and Hollywood","['Gavin Lambert', 'Ivan Moffat']",2004,5,3.4,352,2,Hardcover,False,Pantheon,2
3482,4714,195024923,The Damned and the Beautiful: American Youth in the 1920's,['Paula S. Fass'],1978,82,3.76,520,14,Paperback,False,"Oxford University Press, USA",1
3483,4715,1600962351,The Beautiful and Damned,['F. Scott Fitzgerald'],2008,2,3.75,352,0,Paperback,False,Waking Lion Press,1
3484,4717,1589802543,"This Side of Paradise (Paradise, #1)",['Steven L. Layne'],2005,540,3.74,224,77,Paperback,False,Pelican Publishing Company,1
3485,4722,595282164,The Other Side of Paradise,['Devi Pearl'],2003,7,4.0,200,0,Paperback,False,iUniverse,1
3486,4723,521890470,Trimalchio,"['F. Scott Fitzgerald', 'James L.W. West III']",2010,39,4.42,214,3,Paperback,False,Cambridge University Press,2
3487,4724,413760200,Plays 1: Don Juan on Trial / The Visitor / Enigma Variations / Between Worlds,['Éric-Emmanuel Schmitt'],2002,50,3.87,320,4,Paperback,False,Bloomsbury Methuen Drama,1
3489,4726,1590510917,Monsieur Ibrahim and the Flowers of the Koran & Oscar and the Lady in Pink,"['Éric-Emmanuel Schmitt', 'Marjolijn De Jager']",2004,360,4.04,117,29,Hardcover,False,Other Press (NY),2
3490,4727,2253116041,L'évangile selon Pilate,['Éric-Emmanuel Schmitt'],2006,1684,3.98,241,78,Mass Market Paperback,False,LGF,1
3492,4729,2226093524,Milarepa,['Éric-Emmanuel Schmitt'],2003,1232,3.19,64,43,Paperback,False,Albin Michel,1
3493,4730,2226084614,Variations Enigmatiques,['Éric-Emmanuel Schmitt'],1996,89,3.99,134,5,Paperback,False,A. Michel,1
3494,4731,822218100,Enigma Variations,"['Éric-Emmanuel Schmitt', 'Jeremy Sams']",2003,31,3.99,52,4,Paperback,False,Dramatists Play Service,2
3495,4732,374224382,The Odyssey,"['Homer', 'Robert Fitzgerald']",1998,325,3.75,510,31,Hardcover,False,"Farrar, Straus and Giroux",2
3496,4736,415971195,Ella Fitzgerald: A Biography of the First Lady of Jazz,['Stuart Nicholson'],2004,20,3.8,368,3,Paperback,False,Routledge,1
3497,4737,6543545,The Bookshop,['Penelope Fitzgerald'],2006,461,3.31,156,78,Paperback,False,Harper Perennial,1
3498,4738,1553650433,Souvenir of Canada 2,['Douglas Coupland'],2004,330,3.83,144,9,Paperback,False,Douglas  McIntyre,1
3499,4739,1550549170,Souvenir of Canada,['Douglas Coupland'],2002,889,3.85,144,35,Paperback,False,Douglas  McIntyre,1
3500,4742,019518999X,The Illustrated Art of War,"['Sun Tzu', 'Samuel B. Griffith']",2005,88,3.97,272,11,Hardcover,False,"Oxford University Press, USA",2
3501,4743,1590301854,The Illustrated Art of War,"['Sun Tzu', 'Thomas Cleary']",2004,26,3.97,224,3,Paperback,False,Shambhala,2
3502,4744,553093029,The Illustrated Star Wars Universe,"['Kevin J. Anderson', 'Ralph McQuarrie']",1995,55,4.3,208,4,Hardcover,False,Spectra Books,2
3503,4745,1568580398,World War 3 Illustrated: Confrontational Comics,"['Scott   Cunningham', 'Peter Kuper', 'Seth Tobocman', 'Sabrina Jones']",1995,20,3.85,256,2,Paperback,False,Running Press,4
3504,4746,809447967,Master Index: An Illustrated Guide,['Time-Life Books'],1993,16,3.56,175,1,Hardcover,False,"Time-Life Books, Inc.",1
3505,4748,975597108,Trench Art: An Illustrated History,['jane A. Kimball'],2004,4,4.25,402,0,Hardcover,False,Silverpenny Press,1
3506,4750,345420799,Star Wars: Return of the Jedi - Illustrated Screenplay,"['George Lucas', 'Lawrence Kasdan']",1998,39,3.73,113,0,Paperback,False,Del Rey,2
3507,4752,345420691,"A New Hope: The Illustrated Screenplay (Star Wars, Episode IV)",['George Lucas'],1998,12,4.21,166,0,Paperback,False,Del Rey,1
3508,4753,853686971,U. S. Halftracks of World War II,['Steven J. Zaloga'],1985,4,3.75,64,1,Paperback,False,Arms & Armour Press,1
3509,4757,345420705,Star Wars: The Empire Strikes Back - Illustrated Screenplay,"['George Lucas', 'Lawrence Kasdan', 'Leigh Brackett', 'Irvin Kershner']",1998,66,4.25,136,4,Paperback,False,LucasBooks,4
3510,4758,764311077,X Planes of the Third Reich - An Illustrated Series on Germany's Experimental Aircraft of World War II: Messerschmitt Me 209,['David Myhra'],2000,1,2.0,112,0,Paperback,False,Schiffer Publishing,1
3511,4759,1887893407,War Movie Posters: The Illustrated History of Movies Through Posters,['Bruce Hershenson'],2000,3,4.0,80,0,Paperback,False,Bruce Hershenson,1
3513,4762,899509827,"Popeye: An Illustrated History of E.C. Segar's Character in Print, Radio, Television, and Film Appearances, 1929-1993",['Fred M. Grandinetti'],1994,4,3.71,288,2,Paperback,False,McFarland & Company,1
3514,4763,764312294,Heinkel He 219 an Illustrated History of Germanys Premier Nightfighter,['Roland Remp'],2000,5,4.2,160,1,Hardcover,False,Schiffer Publishing,1
3515,4764,684844079,Soul of the Sword: An Illustrated History of Weaponry and Warfare from Prehistory to the Present,"[""Robert L. O'Connell"", 'John    Batchelor']",2002,55,3.75,400,5,Hardcover,False,Free Press,2
3516,4765,517405059,Illustrated Encyclopedia Of Major Aircraft of World War II,['Francis K. Mason'],1988,0,0.0,159,0,Hardcover,False,Crescent,1
3517,4767,345431103,Star Wars Episode 1: The Phantom Menace Illustrated Screenplay,['George Lucas'],1999,259,3.92,150,9,Paperback,False,Del Rey Books,1
3518,4769,764300679,Lockheed F117 Nighthawk: An Illustrated History of the Stealth Fighter,"['William G. Holder', 'Mike Wallace']",1997,1,4.0,60,0,Paperback,False,Schiffer Publishing,2
3519,4770,1602390355,Pirates: Predators of the Sea: An Illustrated History,"['Angus Konstam', 'David Cordingly', 'Roger Kean']",2007,31,3.69,240,4,Hardcover,False,Skyhorse,3
3520,4771,786427248,"Golden Horrors: An Illustrated Critical Filmography of Terror Cinema, 1931-1939",['Bryan Senn'],2006,8,4.25,518,2,Paperback,False,McFarland & Company,1
3521,4772,081221644X,Fort Mifflin of Philadelphia: An Illustrated History,"['Jeffery M. Dorwart', 'Jean K. Wolf']",1998,2,3.5,264,0,Paperback,False,University of Pennsylvania Press,2
3522,4773,312562500,Naval Warfare: An Illustrated History,['Richard Humble'],1983,4,4.0,304,2,Hardcover,False,St. Martin's Press,1
3523,4774,1556602626,"Picasso's Paintings, Watercolors, Drawings & Sculpture - A Comprehensive Illustrated Catalogue: Spanish Civil War, 1937-1939","['Picasso Project', 'Pablo Picasso']",1997,1,5.0,288,0,Hardcover,False,Alan Wofsy Fine Arts,2
3524,4776,076431033X,Post-World War II M-1 Helmets: An Illustrated Study,['Mark A. Reynosa'],1999,0,0.0,136,0,Hardcover,False,Schiffer Publishing,1
3525,4777,806127945,"Warfare in the Classical World: An Illustrated Encyclopedia of Weapons, Warriors, and Warfare in the Ancient Civilizations of Greece and Rome","['John Warry', 'Phillip de ste. Croix']",1995,377,4.14,224,19,Paperback,False,University of Oklahoma Press,2
3526,4778,275988384,Agincourt 1415: Triumph Against the Odds,['Matthew Bennett'],2005,2,3.7,96,0,Hardcover,False,Praeger Publishers,1
3527,4779,668058250,An Illustrated Guide to Spy Planes and Electronic Warfare Aircraft,"['Bill Gunston', 'David P. Jordan']",1984,4,3.75,160,0,Hardcover,False,Simon & Schuster,2
3528,4780,521470331,"The Cambridge Illustrated Atlas of Warfare: Renaissance to Revolution, 1492 1792","['Jeremy Black', 'Liz Wyse']",1996,10,3.2,192,1,Hardcover,False,Cambridge University Press,2
3529,4781,764311107,"World War II Troop Type Parachutes Axis: Germany, Italy, Japan: An Illustrated Study",['Guy Richards'],2000,1,5.0,144,0,Paperback,False,Schiffer Publishing,1
3530,4782,275988430,Crecy 1346: Triumph of the Longbow,['David Nicolle'],2005,1,3.7,96,0,Hardcover,False,Praeger Publishers,1
3531,4786,823414353,There Goes the Neighborhood: 10 Buildings People Loved to Hate,['Susan Goldman Rubin'],2001,24,3.58,96,7,Hardcover,False,Holiday House,1
3532,4787,836218744,There Goes the Neighborhood,['Jerry Van Amerongen'],1991,17,4.47,152,0,Paperback,False,Andrews McMeel Publishing,1
3533,4788,966710800,There Goes the Neighborhood: Protecting Your Home & Community from Poor Development Choices,"['Kim Patrick Kobza', 'Walter Fournier', 'Constance Packer Buchanan']",1998,1,5.0,181,1,Paperback,False,Neighborhood America Press,3
3534,4789,889951284,There Goes the Neighbourhood,['Valerie Lupini'],2002,1,3.0,112,0,Paperback,False,Red Deer Press,1
3535,4790,533109272,There Goes the Neighborhood,['Robert Rushlyn'],1994,0,0.0,295,0,Unknown Binding,False,Vantage Press,1
3536,4792,877456933,There Goes the Neighborhood: Rural School Consolidation at the Grass Roots in Early Twentieth-Century Iowa,['David R. Reynolds'],1999,1,3.0,344,1,Hardcover,False,University Of Iowa Press,1
3537,4793,1898591199,Poi Spinning,"['Michal Kahn', 'Lucy Jane Batchelor']",2002,36,4.19,144,3,Paperback,False,Butterfingers,2
3538,4796,143039482,The Winter of Our Discontent,"['John Steinbeck', 'Susan Shillinglaw']",2008,31214,3.99,336,1437,Paperback,False,Penguin Classics,2
3539,4798,014014417X,"John Steinbeck, Writer",['Jackson J. Benson'],1990,199,4.13,1184,11,Paperback,False,Penguin Books,1
3540,4799,014200068X,Cannery Row,['John Steinbeck'],2002,93607,4.04,181,3720,Paperback,False,Penguin Books,1
3542,4801,1883011159,The Grapes of Wrath and Other Writings 1936–1941: The Long Valley / The Grapes of Wrath / The Log from the Sea of Cortez / The Harvest Gypsies,"['John Steinbeck', 'Elaine Steinbeck', 'Robert DeMott']",1996,877,4.4,1088,24,Hardcover,False,Library of America,3
3543,4802,141185112,Tortilla Flat,['John Steinbeck'],2000,425,3.83,154,36,Paperback,False,Penguin Classics,1
3544,4803,141186070,The Log from the Sea of Cortez,"['John Steinbeck', 'Richard Astro']",2001,3277,3.84,288,254,Paperback,False,Penguin Books Ltd,2
3545,4805,802775934,The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,"['Dava Sobel', 'William J.H. Andrewes', 'William J. H. Andrewes']",2003,172,4.09,224,18,Paperback,False,Walker Books,3
3546,4806,802714625,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,"['Dava Sobel', 'Neil Armstrong']",2005,44318,3.96,192,1771,Hardcover,False,Walker Books,2
3547,4807,374346364,The Longitude Prize,"['Joan Dash', 'Dušan Petričić']",2000,104,3.45,208,24,Hardcover,False,"Farrar, Straus and Giroux (BYR)",2
3548,4808,516277650,Latitude and Longitude (Rookie Read-About Geography),"['Rebecca Aberg', 'Jeanne Clidas']",2003,1,3.58,32,0,Paperback,False,Children's Press(CT),2
3549,4809,739323784,Longitude,"['Dava Sobel', 'Kate Reading']",2005,70,3.96,0,21,Audio CD,False,RH Audio,2
3550,4810,774811900,Longitude and Empire: How Captain Cook's Voyage Changed the World,['Brian W. Richardson'],2006,5,3.67,240,0,Paperback,False,UBC Press,1
3551,4811,825115124,Where on Earth? Understanding Latitude and Longitude,['Robert A. Rutherfurd'],1989,3,3.0,93,2,Paperback,False,Walch Education,1
3552,4812,964432900,"The Quest for Longitude: The Proceedings of the Longitude Symposium, Harvard University, Cambridge, Massachusetts, November 4-6, 1993",['William Andrewes'],1996,9,4.67,437,2,Hardcover,False,Collection of Historical Scientific Instruments,1
3553,4813,006054094X,1421: The Year China Discovered America,['Gavin Menzies'],2004,11402,3.59,650,872,Paperback,False,Harper Perennial (NYC),1
3554,4814,965731286,1421 THE YEAR CHINA DISCOVERED AMERICA,['Gavin Menzies'],2002,7,3.59,552,0,Paperback,False,"HarperCollins Publishers Canada, Limited",1
3555,4816,1420873490,The 1421 Heresy: An Investigation Into the Ming Chinese Maritime Survey of the World,['Anatole Andro'],2005,5,3.8,412,0,Hardcover,False,Authorhouse,1
3556,4817,373764219,Dr. Desirable,['Kristi Gold'],2002,19,3.24,192,1,Paperback,False,Silhouette Desire,1
3557,4818,1400084628,"1421, El año que China descubrio el mundo",['Gavin Menzies'],2003,8,3.59,560,1,Paperback,False,Grijalbo,1
3558,4819,3110183102,Social Networks and Historical Sociolinguistics: Studies in Morphosyntactic Variation in the Paston Letters (1421-1503),['Alexander Bergs'],2005,0,0.0,330,0,Hardcover,False,Walter de Gruyter,1
3559,4820,670037605,"Mayflower: A Story of Courage, Community, and War",['Nathaniel Philbrick'],2006,29946,3.87,461,2183,Hardcover,False,Viking,1
3560,4821,590451618,If You Sailed On The Mayflower,"['Ann McGovern', 'Anna DiVito']",1991,513,3.96,80,40,Paperback,False,Scholastic Paperbacks,2
