movie,year,income,variable,value
The Oath,2018,0.4,Last genre,
Ain't Them Bodies Saints,2013,0.39,First genre,Crime
Ain't Them Bodies Saints,2013,0.39,Second genre, Drama
Ain't Them Bodies Saints,2013,0.39,Last genre,Romance
La fille du puisatier,2011,0.39,First genre,Drama
La fille du puisatier,2011,0.39,Second genre, Romance            
La fille du puisatier,2011,0.39,Last genre,
The Man Who Killed Don Quixote,2018,0.39,First genre,Adventure
The Man Who Killed Don Quixote,2018,0.39,Second genre, Comedy
The Man Who Killed Don Quixote,2018,0.39,Last genre,Drama
Tiny Furniture,2010,0.39,First genre,Comedy
Tiny Furniture,2010,0.39,Second genre, Drama
Tiny Furniture,2010,0.39,Last genre,Romance
The Armstrong Lie,2013,0.38,First genre,Documentary
The Armstrong Lie,2013,0.38,Second genre, Biography
The Armstrong Lie,2013,0.38,Last genre,Sport
Rebel in the Rye,2017,0.38,First genre,Biography
Rebel in the Rye,2017,0.38,Second genre, Drama
Rebel in the Rye,2017,0.38,Last genre,Romance
Tom of Finland,2017,0.38,First genre,Biography
Tom of Finland,2017,0.38,Second genre, Drama            
Tom of Finland,2017,0.38,Last genre,
At Any Price,2012,0.38,First genre,Drama
At Any Price,2012,0.38,Second genre, Sport
At Any Price,2012,0.38,Last genre,Thriller
Que Horas Ela Volta?,2015,0.38,First genre,Comedy
Que Horas Ela Volta?,2015,0.38,Second genre, Drama            
Que Horas Ela Volta?,2015,0.38,Last genre,
Piranha 3DD,2012,0.38,First genre,Comedy
Piranha 3DD,2012,0.38,Second genre, Horror            
Piranha 3DD,2012,0.38,Last genre,
Gui lai,2014,0.38,First genre,Drama
Gui lai,2014,0.38,Second genre, Romance            
Gui lai,2014,0.38,Last genre,
Dirty Wars,2013,0.38,First genre,Documentary
Dirty Wars,2013,0.38,Second genre, Crime
Dirty Wars,2013,0.38,Last genre,Mystery
Smashed,2012,0.38,First genre,Drama
Smashed,2012,0.38,Second genre,
Smashed,2012,0.38,Last genre,
Hesher,2010,0.38,First genre,Comedy
Hesher,2010,0.38,Second genre, Crime
Hesher,2010,0.38,Last genre,Drama
The Hummingbird Project,2018,0.37,First genre,Thriller
The Hummingbird Project,2018,0.37,Second genre,
The Hummingbird Project,2018,0.37,Last genre,
Joe,2013,0.37,First genre,Crime
Joe,2013,0.37,Second genre, Drama            
Joe,2013,0.37,Last genre,
Miral,2010,0.37,First genre,Drama
Miral,2010,0.37,Second genre, History            
Miral,2010,0.37,Last genre,
Omar,2013,0.36,First genre,Crime
Omar,2013,0.36,Second genre, Drama
Omar,2013,0.36,Last genre,Romance
Shi,2010,0.36,First genre,Drama
Shi,2010,0.36,Second genre,
Shi,2010,0.36,Last genre,
The Oranges,2011,0.36,First genre,Comedy
The Oranges,2011,0.36,Second genre, Drama
The Oranges,2011,0.36,Last genre,Romance
The Lady,2011,0.36,First genre,Biography
The Lady,2011,0.36,Second genre, Drama
The Lady,2011,0.36,Last genre,History
Lovelace,2013,0.36,First genre,Biography
Lovelace,2013,0.36,Second genre, Drama            
Lovelace,2013,0.36,Last genre,
Gong fu yu jia,2017,0.36,First genre,Action
Gong fu yu jia,2017,0.36,Second genre, Adventure
Gong fu yu jia,2017,0.36,Last genre,Comedy
Chico & Rita,2010,0.35,First genre,Animation
Chico & Rita,2010,0.35,Second genre, Crime
Chico & Rita,2010,0.35,Last genre,Drama
Dans la maison,2012,0.35,First genre,Drama
Dans la maison,2012,0.35,Second genre, Mystery
Dans la maison,2012,0.35,Last genre,Thriller
Branded,2012,0.35,First genre,Drama
Branded,2012,0.35,Second genre, Fantasy
Branded,2012,0.35,Last genre,Thriller
Maps to the Stars,2014,0.35,First genre,Comedy
Maps to the Stars,2014,0.35,Second genre, Drama            
Maps to the Stars,2014,0.35,Last genre,
Drinking Buddies,2013,0.34,First genre,Comedy
Drinking Buddies,2013,0.34,Second genre, Drama
Drinking Buddies,2013,0.34,Last genre,Romance
La princesse de Montpensier,2010,0.34,First genre,Action
La princesse de Montpensier,2010,0.34,Second genre, Drama
La princesse de Montpensier,2010,0.34,Last genre,History
Starbuck,2011,0.34,First genre,Comedy
Starbuck,2011,0.34,Second genre, Drama
Starbuck,2011,0.34,Last genre,Romance
Comme un chef,2012,0.34,First genre,Comedy
Comme un chef,2012,0.34,Second genre, Drama            
Comme un chef,2012,0.34,Last genre,
La Vénus à la fourrure,2013,0.34,First genre,Drama
La Vénus à la fourrure,2013,0.34,Second genre,
La Vénus à la fourrure,2013,0.34,Last genre,
Casse-tête chinois,2013,0.34,First genre,Comedy
Casse-tête chinois,2013,0.34,Second genre, Drama
Casse-tête chinois,2013,0.34,Last genre,Romance
High-Rise,2015,0.34,First genre,Drama
High-Rise,2015,0.34,Second genre, Horror
High-Rise,2015,0.34,Last genre,Sci-Fi
Effie Gray,2014,0.34,First genre,Biography
Effie Gray,2014,0.34,Second genre, Drama
Effie Gray,2014,0.34,Last genre,Romance
Happy People: A Year in the Taiga,2010,0.34,First genre,Documentary
Happy People: A Year in the Taiga,2010,0.34,Second genre,
Happy People: A Year in the Taiga,2010,0.34,Last genre,
Photograph,2019,0.34,First genre,Drama
Photograph,2019,0.34,Second genre, Romance            
Photograph,2019,0.34,Last genre,
God's Own Country,2017,0.34,First genre,Drama
God's Own Country,2017,0.34,Second genre, Romance            
God's Own Country,2017,0.34,Last genre,
The Prophet,2014,0.34,First genre,Animation
The Prophet,2014,0.34,Second genre, Drama            
The Prophet,2014,0.34,Last genre,
The First Grader,2010,0.33,First genre,Biography
The First Grader,2010,0.33,Second genre, Drama
The First Grader,2010,0.33,Last genre,Romance
Flower,2017,0.33,First genre,Comedy
Flower,2017,0.33,Second genre, Drama            
Flower,2017,0.33,Last genre,
Nymphomaniac: Vol. II,2013,0.33,First genre,Drama
Nymphomaniac: Vol. II,2013,0.33,Second genre,
Nymphomaniac: Vol. II,2013,0.33,Last genre,
Diana,2013,0.33,First genre,Biography
Diana,2013,0.33,Second genre, Drama
Diana,2013,0.33,Last genre,Romance
Creature,2011,0.33,First genre,Horror
Creature,2011,0.33,Second genre,
Creature,2011,0.33,Last genre,
I Origins,2014,0.33,First genre,Drama
I Origins,2014,0.33,Second genre, Romance
I Origins,2014,0.33,Last genre,Sci-Fi
Taxi,2015,0.32,First genre,Comedy
Taxi,2015,0.32,Second genre, Drama            
Taxi,2015,0.32,Last genre,
Super,2010,0.32,First genre,Action
Super,2010,0.32,Second genre, Comedy
Super,2010,0.32,Last genre,Drama
The Guest,2014,0.32,First genre,Action
The Guest,2014,0.32,Second genre, Comedy
The Guest,2014,0.32,Last genre,Crime
Adoration,2013,0.32,First genre,Drama
Adoration,2013,0.32,Second genre, Romance            
Adoration,2013,0.32,Last genre,
Compliance,2012,0.32,First genre,Biography
Compliance,2012,0.32,Second genre, Crime
Compliance,2012,0.32,Last genre,Drama
Jimi: All Is by My Side,2013,0.32,First genre,Biography
Jimi: All Is by My Side,2013,0.32,Second genre, Drama
Jimi: All Is by My Side,2013,0.32,Last genre,Music
Liberal Arts,2012,0.32,First genre,Comedy
Liberal Arts,2012,0.32,Second genre, Drama
Liberal Arts,2012,0.32,Last genre,Romance
The Bleeder,2016,0.32,First genre,Biography
The Bleeder,2016,0.32,Second genre, Drama
The Bleeder,2016,0.32,Last genre,Sport
L'inconnu du lac,2013,0.32,First genre,Drama
L'inconnu du lac,2013,0.32,Second genre, Romance
L'inconnu du lac,2013,0.32,Last genre,Thriller
Good Kill,2014,0.32,First genre,Drama
Good Kill,2014,0.32,Second genre, Thriller
Good Kill,2014,0.32,Last genre,War
Aus dem Nichts,2017,0.32,First genre,Crime
Aus dem Nichts,2017,0.32,Second genre, Drama
Aus dem Nichts,2017,0.32,Last genre,Thriller
Mlyn i krzyz,2011,0.31,First genre,Drama
Mlyn i krzyz,2011,0.31,Second genre, History            
Mlyn i krzyz,2011,0.31,Last genre,
Une vie de chat,2010,0.31,First genre,Animation
Une vie de chat,2010,0.31,Second genre, Adventure
Une vie de chat,2010,0.31,Last genre,Comedy
The Face of Love,2013,0.31,First genre,Drama
The Face of Love,2013,0.31,Second genre, Mystery
The Face of Love,2013,0.31,Last genre,Romance
Damsel,2018,0.31,First genre,Adventure
Damsel,2018,0.31,Second genre, Comedy
Damsel,2018,0.31,Last genre,Crime
Yi jiu si er,2012,0.31,First genre,Drama
Yi jiu si er,2012,0.31,Second genre,
Yi jiu si er,2012,0.31,Last genre,
West of Memphis,2012,0.31,First genre,Documentary
West of Memphis,2012,0.31,Second genre, Crime            
West of Memphis,2012,0.31,Last genre,
The Breadwinner,2017,0.31,First genre,Animation
The Breadwinner,2017,0.31,Second genre, Drama
The Breadwinner,2017,0.31,Last genre,Family
Mia madre,2015,0.3,First genre,Drama
Mia madre,2015,0.3,Second genre,
Mia madre,2015,0.3,Last genre,
The Angels' Share,2012,0.3,First genre,Comedy
The Angels' Share,2012,0.3,Second genre, Crime
The Angels' Share,2012,0.3,Last genre,Drama
The Love Punch,2013,0.3,First genre,Comedy
The Love Punch,2013,0.3,Second genre,
The Love Punch,2013,0.3,Last genre,
Holy Rollers,2010,0.3,First genre,Biography
Holy Rollers,2010,0.3,Second genre, Crime
Holy Rollers,2010,0.3,Last genre,Drama
Being Elmo: A Puppeteer's Journey,2011,0.3,First genre,Documentary
Being Elmo: A Puppeteer's Journey,2011,0.3,Second genre,
Being Elmo: A Puppeteer's Journey,2011,0.3,Last genre,
Christine,2016,0.3,First genre,Biography
Christine,2016,0.3,Second genre, Drama            
Christine,2016,0.3,Last genre,
Hitchcock/Truffaut,2015,0.3,First genre,Documentary
Hitchcock/Truffaut,2015,0.3,Second genre,
Hitchcock/Truffaut,2015,0.3,Last genre,
In the Land of Blood and Honey,2011,0.3,First genre,Drama
In the Land of Blood and Honey,2011,0.3,Second genre, Romance
In the Land of Blood and Honey,2011,0.3,Last genre,War
Four Lions,2010,0.3,First genre,Comedy
Four Lions,2010,0.3,Second genre, Crime
Four Lions,2010,0.3,Last genre,Drama
L'écume des jours,2013,0.3,First genre,Comedy
L'écume des jours,2013,0.3,Second genre, Drama
L'écume des jours,2013,0.3,Last genre,Fantasy
Stolen,2012,0.3,First genre,Action
Stolen,2012,0.3,Second genre, Crime
Stolen,2012,0.3,Last genre,Thriller
Stockholm,2018,0.3,First genre,Comedy
Stockholm,2018,0.3,Second genre, Crime
Stockholm,2018,0.3,Last genre,Drama
Happy End,2017,0.3,First genre,Drama
Happy End,2017,0.3,Second genre,
Happy End,2017,0.3,Last genre,
Aquarius,2016,0.29,First genre,Drama
Aquarius,2016,0.29,Second genre,
Aquarius,2016,0.29,Last genre,
Ernest et Célestine,2012,0.29,First genre,Animation
Ernest et Célestine,2012,0.29,Second genre, Adventure
Ernest et Célestine,2012,0.29,Last genre,Comedy
Ma vie de Courgette,2016,0.29,First genre,Animation
Ma vie de Courgette,2016,0.29,Second genre, Comedy
Ma vie de Courgette,2016,0.29,Last genre,Drama
Antarctica: A Year on Ice,2013,0.29,First genre,Documentary
Antarctica: A Year on Ice,2013,0.29,Second genre, Adventure
Antarctica: A Year on Ice,2013,0.29,Last genre,Biography
Avril et le monde truqué,2015,0.29,First genre,Animation
Avril et le monde truqué,2015,0.29,Second genre, Adventure
Avril et le monde truqué,2015,0.29,Last genre,Comedy
Something from Nothing: The Art of Rap,2012,0.29,First genre,Documentary
Something from Nothing: The Art of Rap,2012,0.29,Second genre, Music            
Something from Nothing: The Art of Rap,2012,0.29,Last genre,
L'avenir,2016,0.28,First genre,Drama
L'avenir,2016,0.28,Second genre,
L'avenir,2016,0.28,Last genre,
Kundo: Min-ran-eui si-dae,2014,0.28,First genre,Action
Kundo: Min-ran-eui si-dae,2014,0.28,Second genre,
Kundo: Min-ran-eui si-dae,2014,0.28,Last genre,
Blancanieves,2012,0.28,First genre,Drama
Blancanieves,2012,0.28,Second genre, Fantasy            
Blancanieves,2012,0.28,Last genre,
The Tempest,2010,0.28,First genre,Comedy
The Tempest,2010,0.28,Second genre, Drama
The Tempest,2010,0.28,Last genre,Fantasy
Soshite chichi ni naru,2013,0.28,First genre,Drama
Soshite chichi ni naru,2013,0.28,Second genre,
Soshite chichi ni naru,2013,0.28,Last genre,
"20,000 Days on Earth",2014,0.28,First genre,Documentary
"20,000 Days on Earth",2014,0.28,Second genre, Drama
"20,000 Days on Earth",2014,0.28,Last genre,Music
Fehér isten,2014,0.28,First genre,Drama
Fehér isten,2014,0.28,Second genre, Fantasy
Fehér isten,2014,0.28,Last genre,Horror
Der Staat gegen Fritz Bauer,2015,0.28,First genre,Biography
Der Staat gegen Fritz Bauer,2015,0.28,Second genre, Drama
Der Staat gegen Fritz Bauer,2015,0.28,Last genre,Thriller
Theeb,2014,0.28,First genre,Adventure
Theeb,2014,0.28,Second genre, Drama
Theeb,2014,0.28,Last genre,Thriller
The Unknown Known,2013,0.28,First genre,Documentary
The Unknown Known,2013,0.28,Second genre, Biography
The Unknown Known,2013,0.28,Last genre,History
The Interrupters,2011,0.28,First genre,Documentary
The Interrupters,2011,0.28,Second genre, Crime            
The Interrupters,2011,0.28,Last genre,
Trois souvenirs de ma jeunesse,2015,0.27,First genre,Drama
Trois souvenirs de ma jeunesse,2015,0.27,Second genre, Romance            
Trois souvenirs de ma jeunesse,2015,0.27,Last genre,
Umi yori mo mada fukaku,2016,0.27,First genre,Comedy
Umi yori mo mada fukaku,2016,0.27,Second genre, Drama            
Umi yori mo mada fukaku,2016,0.27,Last genre,
The Endless,2017,0.27,First genre,Fantasy
The Endless,2017,0.27,Second genre, Horror
The Endless,2017,0.27,Last genre,Sci-Fi
The Central Park Five,2012,0.27,First genre,Documentary
The Central Park Five,2012,0.27,Second genre, Crime
The Central Park Five,2012,0.27,Last genre,History
Conan O'Brien Can't Stop,2011,0.27,First genre,Documentary
Conan O'Brien Can't Stop,2011,0.27,Second genre, Comedy
Conan O'Brien Can't Stop,2011,0.27,Last genre,Music
Countdown to Zero,2010,0.27,First genre,Documentary
Countdown to Zero,2010,0.27,Second genre,
Countdown to Zero,2010,0.27,Last genre,
Wakefield,2016,0.26,First genre,Drama
Wakefield,2016,0.26,Second genre,
Wakefield,2016,0.26,Last genre,
Jean-Michel Basquiat: The Radiant Child,2010,0.26,First genre,Documentary
Jean-Michel Basquiat: The Radiant Child,2010,0.26,Second genre,
Jean-Michel Basquiat: The Radiant Child,2010,0.26,Last genre,
Life of Crime,2013,0.26,First genre,Comedy
Life of Crime,2013,0.26,Second genre, Crime            
Life of Crime,2013,0.26,Last genre,
"I, Daniel Blake",2016,0.26,First genre,Drama
"I, Daniel Blake",2016,0.26,Second genre,
"I, Daniel Blake",2016,0.26,Last genre,
Boy,2010,0.26,First genre,Comedy
Boy,2010,0.26,Second genre, Drama            
Boy,2010,0.26,Last genre,
Blue Ruin,2013,0.26,First genre,Crime
Blue Ruin,2013,0.26,Second genre, Drama
Blue Ruin,2013,0.26,Last genre,Thriller
Rare Exports,2010,0.26,First genre,Adventure
Rare Exports,2010,0.26,Second genre, Fantasy
Rare Exports,2010,0.26,Last genre,Horror
Ce qui nous lie,2017,0.26,First genre,Comedy
Ce qui nous lie,2017,0.26,Second genre, Drama            
Ce qui nous lie,2017,0.26,Last genre,
Great Expectations,2012,0.26,First genre,Drama
Great Expectations,2012,0.26,Second genre, Romance            
Great Expectations,2012,0.26,Last genre,
The Music Never Stopped,2011,0.26,First genre,Drama
The Music Never Stopped,2011,0.26,Second genre, Music            
The Music Never Stopped,2011,0.26,Last genre,
Room 237,2012,0.26,First genre,Documentary
Room 237,2012,0.26,Second genre,
Room 237,2012,0.26,Last genre,
What They Had,2018,0.26,First genre,Drama
What They Had,2018,0.26,Second genre,
What They Had,2018,0.26,Last genre,
Dheepan,2015,0.25,First genre,Crime
Dheepan,2015,0.25,Second genre, Drama            
Dheepan,2015,0.25,Last genre,
Lola Versus,2012,0.25,First genre,Comedy
Lola Versus,2012,0.25,Second genre,
Lola Versus,2012,0.25,Last genre,
Trolljegeren,2010,0.25,First genre,Drama
Trolljegeren,2010,0.25,Second genre, Fantasy
Trolljegeren,2010,0.25,Last genre,Horror
Poulet aux prunes,2011,0.25,First genre,Comedy
Poulet aux prunes,2011,0.25,Second genre, Drama            
Poulet aux prunes,2011,0.25,Last genre,
Night Moves,2013,0.25,First genre,Action
Night Moves,2013,0.25,Second genre, Drama
Night Moves,2013,0.25,Last genre,Thriller
Keep the Lights On,2012,0.25,First genre,Drama
Keep the Lights On,2012,0.25,Second genre, Romance            
Keep the Lights On,2012,0.25,Last genre,
Lords of Chaos,2018,0.25,First genre,Biography
Lords of Chaos,2018,0.25,Second genre, Drama
Lords of Chaos,2018,0.25,Last genre,Horror
Life in a Day,2011,0.25,First genre,Documentary
Life in a Day,2011,0.25,Second genre, Drama            
Life in a Day,2011,0.25,Last genre,
London Fields,2018,0.25,First genre,Crime
London Fields,2018,0.25,Second genre, Mystery
London Fields,2018,0.25,Last genre,Thriller
"Life, Animated",2016,0.24,First genre,Documentary
"Life, Animated",2016,0.24,Second genre, Comedy
"Life, Animated",2016,0.24,Last genre,Drama
Frozen,2010,0.24,First genre,Drama
Frozen,2010,0.24,Second genre, Thriller            
Frozen,2010,0.24,Last genre,
Mountain,2017,0.24,First genre,Documentary
Mountain,2017,0.24,Second genre,
Mountain,2017,0.24,Last genre,
The Family Fang,2015,0.24,First genre,Comedy
The Family Fang,2015,0.24,Second genre, Drama
The Family Fang,2015,0.24,Last genre,Mystery
Supersonic,2016,0.24,First genre,Documentary
Supersonic,2016,0.24,Second genre, Biography
Supersonic,2016,0.24,Last genre,Music
Band Aid,2017,0.24,First genre,Comedy
Band Aid,2017,0.24,Second genre, Drama
Band Aid,2017,0.24,Last genre,Music
Generation Wealth,2018,0.24,First genre,Documentary
Generation Wealth,2018,0.24,Second genre,
Generation Wealth,2018,0.24,Last genre,
Monsters,2010,0.24,First genre,Drama
Monsters,2010,0.24,Second genre, Sci-Fi
Monsters,2010,0.24,Last genre,Thriller
Skate Kitchen,2018,0.24,First genre,Drama
Skate Kitchen,2018,0.24,Second genre,
Skate Kitchen,2018,0.24,Last genre,
The Love Witch,2016,0.23,First genre,Romance
