movie,year,income,variable,value
The Next Three Days,2010,21.15,Last genre,Drama
The Disaster Artist,2017,21.12,First genre,Biography
The Disaster Artist,2017,21.12,Second genre, Comedy
The Disaster Artist,2017,21.12,Last genre,Drama
Phantom Thread,2017,21.02,First genre,Drama
Phantom Thread,2017,21.02,Second genre, Romance            
Phantom Thread,2017,21.02,Last genre,
Aloha,2015,20.99,First genre,Comedy
Aloha,2015,20.99,Second genre, Drama
Aloha,2015,20.99,Last genre,Romance
Proud Mary,2018,20.87,First genre,Action
Proud Mary,2018,20.87,Second genre, Crime
Proud Mary,2018,20.87,Last genre,Drama
The Kids Are All Right,2010,20.81,First genre,Comedy
The Kids Are All Right,2010,20.81,Second genre, Drama
The Kids Are All Right,2010,20.81,Last genre,Romance
Blair Witch,2016,20.78,First genre,Horror
Blair Witch,2016,20.78,Second genre, Mystery
Blair Witch,2016,20.78,Last genre,Thriller
God's Not Dead 2,2016,20.77,First genre,Drama
God's Not Dead 2,2016,20.77,Second genre,
God's Not Dead 2,2016,20.77,Last genre,
Free State of Jones,2016,20.76,First genre,Action
Free State of Jones,2016,20.76,Second genre, Biography
Free State of Jones,2016,20.76,Last genre,Drama
Sleepless,2017,20.76,First genre,Action
Sleepless,2017,20.76,Second genre, Crime
Sleepless,2017,20.76,Last genre,Thriller
The Happytime Murders,2018,20.71,First genre,Action
The Happytime Murders,2018,20.71,Second genre, Comedy
The Happytime Murders,2018,20.71,Last genre,Crime
Diary of a Wimpy Kid: The Long Haul,2017,20.64,First genre,Comedy
Diary of a Wimpy Kid: The Long Haul,2017,20.64,Second genre, Family            
Diary of a Wimpy Kid: The Long Haul,2017,20.64,Last genre,
Keanu,2016,20.57,First genre,Action
Keanu,2016,20.57,Second genre, Comedy
Keanu,2016,20.57,Last genre,Crime
Superfly,2018,20.55,First genre,Action
Superfly,2018,20.55,Second genre, Crime
Superfly,2018,20.55,Last genre,Thriller
The Circle,2017,20.48,First genre,Drama
The Circle,2017,20.48,Second genre, Sci-Fi
The Circle,2017,20.48,Last genre,Thriller
The Three Musketeers,2011,20.38,First genre,Action
The Three Musketeers,2011,20.38,Second genre, Adventure
The Three Musketeers,2011,20.38,Last genre,Romance
Brick Mansions,2014,20.29,First genre,Action
Brick Mansions,2014,20.29,Second genre, Crime            
Brick Mansions,2014,20.29,Last genre,
Premium Rush,2012,20.28,First genre,Action
Premium Rush,2012,20.28,Second genre, Crime
Premium Rush,2012,20.28,Last genre,Thriller
Our Family Wedding,2010,20.25,First genre,Comedy
Our Family Wedding,2010,20.25,Second genre, Romance            
Our Family Wedding,2010,20.25,Last genre,
Country Strong,2010,20.22,First genre,Drama
Country Strong,2010,20.22,Second genre, Music            
Country Strong,2010,20.22,Last genre,
Secret in Their Eyes,2015,20.18,First genre,Crime
Secret in Their Eyes,2015,20.18,Second genre, Drama
Secret in Their Eyes,2015,20.18,Last genre,Mystery
Homefront,2013,20.16,First genre,Action
Homefront,2013,20.16,Second genre, Thriller            
Homefront,2013,20.16,Last genre,
UglyDolls,2019,20.15,First genre,Animation
UglyDolls,2019,20.15,Second genre, Adventure
UglyDolls,2019,20.15,Last genre,Comedy
Big Miracle,2012,20.11,First genre,Biography
Big Miracle,2012,20.11,Second genre, Drama
Big Miracle,2012,20.11,Last genre,Family
Middle School: The Worst Years of My Life,2016,19.99,First genre,Comedy
Middle School: The Worst Years of My Life,2016,19.99,Second genre, Family            
Middle School: The Worst Years of My Life,2016,19.99,Last genre,
Broken City,2013,19.7,First genre,Crime
Broken City,2013,19.7,Second genre, Drama
Broken City,2013,19.7,Last genre,Thriller
Nine Lives,2016,19.64,First genre,Comedy
Nine Lives,2016,19.64,Second genre, Drama
Nine Lives,2016,19.64,Last genre,Family
The Eagle,2011,19.49,First genre,Action
The Eagle,2011,19.49,Second genre, Adventure
The Eagle,2011,19.49,Last genre,Drama
Beautiful Creatures,2013,19.45,First genre,Drama
Beautiful Creatures,2013,19.45,Second genre, Fantasy
Beautiful Creatures,2013,19.45,Last genre,Romance
Shaun the Sheep Movie,2015,19.38,First genre,Animation
Shaun the Sheep Movie,2015,19.38,Second genre, Adventure
Shaun the Sheep Movie,2015,19.38,Last genre,Comedy
Runner Runner,2013,19.32,First genre,Crime
Runner Runner,2013,19.32,Second genre, Thriller            
Runner Runner,2013,19.32,Last genre,
Kari-gurashi no Arietti,2010,19.2,First genre,Animation
Kari-gurashi no Arietti,2010,19.2,Second genre, Adventure
Kari-gurashi no Arietti,2010,19.2,Last genre,Family
Race,2016,19.1,First genre,Biography
Race,2016,19.1,Second genre, Drama
Race,2016,19.1,Last genre,Sport
"I, Frankenstein",2014,19.08,First genre,Action
"I, Frankenstein",2014,19.08,Second genre, Fantasy
"I, Frankenstein",2014,19.08,Last genre,Horror
Remember Me,2010,19.07,First genre,Drama
Remember Me,2010,19.07,Second genre, Romance            
Remember Me,2010,19.07,Last genre,
Lo imposible,2012,19.02,First genre,Drama
Lo imposible,2012,19.02,Second genre, History
Lo imposible,2012,19.02,Last genre,Thriller
Unplanned,2019,18.99,First genre,Biography
Unplanned,2019,18.99,Second genre, Drama            
Unplanned,2019,18.99,Last genre,
Haywire,2011,18.94,First genre,Action
Haywire,2011,18.94,Second genre, Drama
Haywire,2011,18.94,Last genre,Thriller
Shark Night 3D,2011,18.87,First genre,Horror
Shark Night 3D,2011,18.87,Second genre, Thriller            
Shark Night 3D,2011,18.87,Last genre,
The Legend of Hercules,2014,18.85,First genre,Action
The Legend of Hercules,2014,18.85,Second genre, Adventure
The Legend of Hercules,2014,18.85,Last genre,Fantasy
Still Alice,2014,18.75,First genre,Drama
Still Alice,2014,18.75,Second genre,
Still Alice,2014,18.75,Last genre,
The Choice,2016,18.71,First genre,Drama
The Choice,2016,18.71,Second genre, Romance            
The Choice,2016,18.71,Last genre,
Eye in the Sky,2015,18.7,First genre,Drama
Eye in the Sky,2015,18.7,Second genre, Thriller
Eye in the Sky,2015,18.7,Last genre,War
Man on a Ledge,2012,18.62,First genre,Action
Man on a Ledge,2012,18.62,Second genre, Adventure
Man on a Ledge,2012,18.62,Last genre,Crime
CHIPS,2017,18.59,First genre,Action
CHIPS,2017,18.59,Second genre, Comedy
CHIPS,2017,18.59,Last genre,Crime
You're Next,2011,18.47,First genre,Horror
You're Next,2011,18.47,Second genre, Mystery
You're Next,2011,18.47,Last genre,Thriller
A Thousand Words,2012,18.44,First genre,Comedy
A Thousand Words,2012,18.44,Second genre, Drama            
A Thousand Words,2012,18.44,Last genre,
Quartet,2012,18.39,First genre,Comedy
Quartet,2012,18.39,Second genre, Drama            
Quartet,2012,18.39,Last genre,
Only the Brave,2017,18.34,First genre,Action
Only the Brave,2017,18.34,Second genre, Biography
Only the Brave,2017,18.34,Last genre,Drama
127 Hours,2010,18.34,First genre,Biography
127 Hours,2010,18.34,Second genre, Drama            
127 Hours,2010,18.34,Last genre,
Fright Night,2011,18.3,First genre,Comedy
Fright Night,2011,18.3,Second genre, Horror            
Fright Night,2011,18.3,Last genre,
Paranormal Activity: The Ghost Dimension,2015,18.3,First genre,Horror
Paranormal Activity: The Ghost Dimension,2015,18.3,Second genre, Mystery
Paranormal Activity: The Ghost Dimension,2015,18.3,Last genre,Thriller
Call Me by Your Name,2017,18.1,First genre,Drama
Call Me by Your Name,2017,18.1,Second genre, Romance            
Call Me by Your Name,2017,18.1,Last genre,
Seven Days in Utopia,2011,18.0,First genre,Drama
Seven Days in Utopia,2011,18.0,Second genre, Sport            
Seven Days in Utopia,2011,18.0,Last genre,
Admission,2013,18.0,First genre,Comedy
Admission,2013,18.0,Second genre, Drama
Admission,2013,18.0,Last genre,Romance
They Shall Not Grow Old,2018,17.96,First genre,Documentary
They Shall Not Grow Old,2018,17.96,Second genre, History
They Shall Not Grow Old,2018,17.96,Last genre,War
Bad Times at the El Royale,2018,17.84,First genre,Crime
Bad Times at the El Royale,2018,17.84,Second genre, Drama
Bad Times at the El Royale,2018,17.84,Last genre,Mystery
Mother!,2017,17.8,First genre,Drama
Mother!,2017,17.8,Second genre, Horror
Mother!,2017,17.8,Last genre,Mystery
Going the Distance,2010,17.8,First genre,Comedy
Going the Distance,2010,17.8,Second genre, Romance            
Going the Distance,2010,17.8,Last genre,
Bad Santa 2,2016,17.78,First genre,Comedy
Bad Santa 2,2016,17.78,Second genre, Crime
Bad Santa 2,2016,17.78,Last genre,Drama
Bears,2014,17.77,First genre,Documentary
Bears,2014,17.77,Second genre, Family            
Bears,2014,17.77,Last genre,
Steve Jobs,2015,17.77,First genre,Biography
Steve Jobs,2015,17.77,Second genre, Drama            
Steve Jobs,2015,17.77,Last genre,
The Perks of Being a Wallflower,2012,17.74,First genre,Drama
The Perks of Being a Wallflower,2012,17.74,Second genre,
The Perks of Being a Wallflower,2012,17.74,Last genre,
Mr. Holmes,2015,17.74,First genre,Drama
Mr. Holmes,2015,17.74,Second genre, Mystery            
Mr. Holmes,2015,17.74,Last genre,
Show Dogs,2018,17.74,First genre,Adventure
Show Dogs,2018,17.74,Second genre, Comedy
Show Dogs,2018,17.74,Last genre,Family
Apollo 18,2011,17.69,First genre,Horror
Apollo 18,2011,17.69,Second genre, Mystery
Apollo 18,2011,17.69,Last genre,Sci-Fi
Nebraska,2013,17.65,First genre,Adventure
Nebraska,2013,17.65,Second genre, Comedy
Nebraska,2013,17.65,Last genre,Drama
Parker,2013,17.62,First genre,Action
Parker,2013,17.62,Second genre, Crime
Parker,2013,17.62,Last genre,Thriller
Operation Finale,2018,17.61,First genre,Biography
Operation Finale,2018,17.61,Second genre, Drama
Operation Finale,2018,17.61,Last genre,History
Furry Vengeance,2010,17.6,First genre,Comedy
Furry Vengeance,2010,17.6,Second genre, Family            
Furry Vengeance,2010,17.6,Last genre,
"Paul, Apostle of Christ",2018,17.56,First genre,Adventure
"Paul, Apostle of Christ",2018,17.56,Second genre, Biography
"Paul, Apostle of Christ",2018,17.56,Last genre,Drama
Free Solo,2018,17.54,First genre,Documentary
Free Solo,2018,17.54,Second genre, Sport            
Free Solo,2018,17.54,Last genre,
Enough Said,2013,17.54,First genre,Comedy
Enough Said,2013,17.54,Second genre, Drama
Enough Said,2013,17.54,Last genre,Romance
Silent Hill: Revelation,2012,17.53,First genre,Horror
Silent Hill: Revelation,2012,17.53,Second genre,
Silent Hill: Revelation,2012,17.53,Last genre,
Father Figures,2017,17.5,First genre,Adventure
Father Figures,2017,17.5,Second genre, Comedy
Father Figures,2017,17.5,Last genre,Drama
Sorry to Bother You,2018,17.49,First genre,Comedy
Sorry to Bother You,2018,17.49,Second genre, Fantasy
Sorry to Bother You,2018,17.49,Last genre,Sci-Fi
Dope,2015,17.47,First genre,Comedy
Dope,2015,17.47,Second genre, Crime
Dope,2015,17.47,Last genre,Drama
The Zookeeper's Wife,2017,17.45,First genre,Biography
The Zookeeper's Wife,2017,17.45,Second genre, Drama
The Zookeeper's Wife,2017,17.45,Last genre,History
Dark Skies,2013,17.41,First genre,Horror
Dark Skies,2013,17.41,Second genre, Sci-Fi
Dark Skies,2013,17.41,Last genre,Thriller
Chappaquiddick,2017,17.4,First genre,Drama
Chappaquiddick,2017,17.4,Second genre, History
Chappaquiddick,2017,17.4,Last genre,Thriller
Addicted,2014,17.38,First genre,Drama
Addicted,2014,17.38,Second genre, Thriller            
Addicted,2014,17.38,Last genre,
Masterminds,2016,17.36,First genre,Action
Masterminds,2016,17.36,Second genre, Biography
Masterminds,2016,17.36,Last genre,Comedy
A Haunted House 2,2014,17.33,First genre,Comedy
A Haunted House 2,2014,17.33,Second genre, Fantasy            
A Haunted House 2,2014,17.33,Last genre,
Brightburn,2019,17.3,First genre,Horror
Brightburn,2019,17.3,Second genre, Sci-Fi            
Brightburn,2019,17.3,Last genre,
The Glass Castle,2017,17.27,First genre,Biography
The Glass Castle,2017,17.27,Second genre, Drama            
The Glass Castle,2017,17.27,Last genre,
A Most Wanted Man,2014,17.24,First genre,Crime
A Most Wanted Man,2014,17.24,Second genre, Drama
A Most Wanted Man,2014,17.24,Last genre,Thriller
Wanderlust,2012,17.23,First genre,Comedy
Wanderlust,2012,17.23,Second genre, Romance            
Wanderlust,2012,17.23,Last genre,
Seventh Son,2014,17.22,First genre,Action
Seventh Son,2014,17.22,Second genre, Adventure
Seventh Son,2014,17.22,Last genre,Fantasy
Safe,2012,17.14,First genre,Action
Safe,2012,17.14,Second genre, Crime
Safe,2012,17.14,Last genre,Thriller
Norm of the North,2016,17.02,First genre,Animation
Norm of the North,2016,17.02,Second genre, Adventure
Norm of the North,2016,17.02,Last genre,Comedy
The Counselor,2013,16.97,First genre,Crime
The Counselor,2013,16.97,Second genre, Drama
The Counselor,2013,16.97,Last genre,Thriller
The Thing,2011,16.93,First genre,Horror
The Thing,2011,16.93,Second genre, Mystery
The Thing,2011,16.93,Last genre,Sci-Fi
Flatliners,2017,16.87,First genre,Drama
Flatliners,2017,16.87,Second genre, Horror
Flatliners,2017,16.87,Last genre,Mystery
The Kid Who Would Be King,2019,16.79,First genre,Action
The Kid Who Would Be King,2019,16.79,Second genre, Adventure
The Kid Who Would Be King,2019,16.79,Last genre,Family
Detroit,2017,16.79,First genre,Crime
Detroit,2017,16.79,Second genre, Drama
Detroit,2017,16.79,Last genre,History
To Rome with Love,2012,16.69,First genre,Comedy
To Rome with Love,2012,16.69,Second genre, Music
To Rome with Love,2012,16.69,Last genre,Romance
Missing Link,2019,16.65,First genre,Animation
Missing Link,2019,16.65,Second genre, Adventure
Missing Link,2019,16.65,Last genre,Comedy
Mary Queen of Scots,2018,16.47,First genre,Biography
Mary Queen of Scots,2018,16.47,Second genre, Drama
Mary Queen of Scots,2018,16.47,Last genre,History
Monkey Kingdom,2015,16.43,First genre,Documentary
Monkey Kingdom,2015,16.43,Second genre,
Monkey Kingdom,2015,16.43,Last genre,
Forever My Girl,2018,16.38,First genre,Drama
Forever My Girl,2018,16.38,Second genre, Music
Forever My Girl,2018,16.38,Last genre,Romance
The Master,2012,16.38,First genre,Drama
The Master,2012,16.38,Second genre,
The Master,2012,16.38,Last genre,
Young Adult,2011,16.31,First genre,Comedy
Young Adult,2011,16.31,Second genre, Drama            
Young Adult,2011,16.31,Last genre,
Begin Again,2013,16.17,First genre,Comedy
Begin Again,2013,16.17,Second genre, Drama
Begin Again,2013,16.17,Last genre,Music
Jobs,2013,16.12,First genre,Biography
Jobs,2013,16.12,Second genre, Drama            
Jobs,2013,16.12,Last genre,
Fruitvale Station,2013,16.1,First genre,Biography
Fruitvale Station,2013,16.1,Second genre, Drama
Fruitvale Station,2013,16.1,Last genre,Romance
The Transporter Refueled,2015,16.03,First genre,Action
The Transporter Refueled,2015,16.03,Second genre, Adventure
The Transporter Refueled,2015,16.03,Last genre,Crime
The Raven,2012,16.01,First genre,Crime
The Raven,2012,16.01,Second genre, Mystery
The Raven,2012,16.01,Last genre,Thriller
The Single Moms Club,2014,15.99,First genre,Comedy
The Single Moms Club,2014,15.99,Second genre, Drama            
The Single Moms Club,2014,15.99,Last genre,
Mortal Engines,2018,15.95,First genre,Action
Mortal Engines,2018,15.95,Second genre, Adventure
Mortal Engines,2018,15.95,Last genre,Fantasy
The Birth of a Nation,2016,15.86,First genre,Biography
The Birth of a Nation,2016,15.86,Second genre, Drama
The Birth of a Nation,2016,15.86,Last genre,History
Devil's Due,2014,15.82,First genre,Horror
Devil's Due,2014,15.82,Second genre, Mystery
Devil's Due,2014,15.82,Last genre,Thriller
Eddie the Eagle,2015,15.79,First genre,Biography
Eddie the Eagle,2015,15.79,Second genre, Comedy
Eddie the Eagle,2015,15.79,Last genre,Drama
Hunter Killer,2018,15.77,First genre,Action
Hunter Killer,2018,15.77,Second genre, Thriller            
Hunter Killer,2018,15.77,Last genre,
The Man with the Iron Fists,2012,15.63,First genre,Action
The Man with the Iron Fists,2012,15.63,Second genre,
The Man with the Iron Fists,2012,15.63,Last genre,
The Ghost Writer,2010,15.54,First genre,Drama
The Ghost Writer,2010,15.54,Second genre, Mystery
The Ghost Writer,2010,15.54,Last genre,Thriller
Late Night,2019,15.43,First genre,Comedy
Late Night,2019,15.43,Second genre, Drama            
Late Night,2019,15.43,Last genre,
The Infiltrator,2016,15.43,First genre,Biography
The Infiltrator,2016,15.43,Second genre, Crime
The Infiltrator,2016,15.43,Last genre,Drama
African Cats,2011,15.42,First genre,Documentary
African Cats,2011,15.42,Second genre, Adventure            
African Cats,2011,15.42,Last genre,
About Time,2013,15.32,First genre,Comedy
About Time,2013,15.32,Second genre, Drama
About Time,2013,15.32,Last genre,Fantasy
The Last Exorcism Part II,2013,15.18,First genre,Horror
The Last Exorcism Part II,2013,15.18,Second genre, Thriller            
The Last Exorcism Part II,2013,15.18,Last genre,
And So It Goes,2014,15.16,First genre,Comedy
And So It Goes,2014,15.16,Second genre, Drama
And So It Goes,2014,15.16,Last genre,Romance
Killing Them Softly,2012,15.03,First genre,Crime
Killing Them Softly,2012,15.03,Second genre, Drama
Killing Them Softly,2012,15.03,Last genre,Thriller
Seven Psychopaths,2012,15.02,First genre,Comedy
Seven Psychopaths,2012,15.02,Second genre, Crime            
Seven Psychopaths,2012,15.02,Last genre,
Miss Bala,2019,15.01,First genre,Action
Miss Bala,2019,15.01,Second genre, Crime
Miss Bala,2019,15.01,Last genre,Drama
Judy Moody and the Not Bummer Summer,2011,15.0,First genre,Comedy
Judy Moody and the Not Bummer Summer,2011,15.0,Second genre, Family            
Judy Moody and the Not Bummer Summer,2011,15.0,Last genre,
If Beale Street Could Talk,2018,14.92,First genre,Drama
If Beale Street Could Talk,2018,14.92,Second genre, Romance            
If Beale Street Could Talk,2018,14.92,Last genre,
Step Up All In,2014,14.9,First genre,Drama
Step Up All In,2014,14.9,Second genre, Music
Step Up All In,2014,14.9,Last genre,Romance
Keeping Up with the Joneses,2016,14.9,First genre,Action
Keeping Up with the Joneses,2016,14.9,Second genre, Comedy            
Keeping Up with the Joneses,2016,14.9,Last genre,
The Prodigy,2019,14.86,First genre,Horror
The Prodigy,2019,14.86,Second genre, Thriller            
The Prodigy,2019,14.86,Last genre,
The Possession of Hannah Grace,2018,14.84,First genre,Horror
The Possession of Hannah Grace,2018,14.84,Second genre, Mystery
The Possession of Hannah Grace,2018,14.84,Last genre,Thriller
The Girl in the Spider's Web,2018,14.84,First genre,Action
The Girl in the Spider's Web,2018,14.84,Second genre, Crime
The Girl in the Spider's Web,2018,14.84,Last genre,Drama
Room,2015,14.68,First genre,Drama
Room,2015,14.68,Second genre, Thriller            
Room,2015,14.68,Last genre,
The Case for Christ,2017,14.68,First genre,Biography
The Case for Christ,2017,14.68,Second genre, Drama            
The Case for Christ,2017,14.68,Last genre,
It Follows,2014,14.67,First genre,Horror
It Follows,2014,14.67,Second genre, Mystery
It Follows,2014,14.67,Last genre,Thriller
My Soul to Take,2010,14.64,First genre,Horror
My Soul to Take,2010,14.64,Second genre, Mystery
My Soul to Take,2010,14.64,Last genre,Thriller
Beyond the Lights,2014,14.62,First genre,Drama
Beyond the Lights,2014,14.62,Second genre, Music
Beyond the Lights,2014,14.62,Last genre,Romance
My Week with Marilyn,2011,14.6,First genre,Biography
My Week with Marilyn,2011,14.6,Second genre, Drama            
My Week with Marilyn,2011,14.6,Last genre,
Big Eyes,2014,14.48,First genre,Biography
Big Eyes,2014,14.48,Second genre, Crime
Big Eyes,2014,14.48,Last genre,Drama
"Hello, My Name Is Doris",2015,14.44,First genre,Comedy
"Hello, My Name Is Doris",2015,14.44,Second genre, Drama
"Hello, My Name Is Doris",2015,14.44,Last genre,Romance
America: Imagine the World Without Her,2014,14.44,First genre,Documentary
America: Imagine the World Without Her,2014,14.44,Second genre,
America: Imagine the World Without Her,2014,14.44,Last genre,
American Ultra,2015,14.43,First genre,Action
American Ultra,2015,14.43,Second genre, Comedy
American Ultra,2015,14.43,Last genre,Sci-Fi
Woodlawn,2015,14.39,First genre,Drama
Woodlawn,2015,14.39,Second genre, Sport            
Woodlawn,2015,14.39,Last genre,
Lockout,2012,14.33,First genre,Action
Lockout,2012,14.33,Second genre, Sci-Fi
Lockout,2012,14.33,Last genre,Thriller
Wish Upon,2017,14.3,First genre,Drama
Wish Upon,2017,14.3,Second genre, Fantasy
Wish Upon,2017,14.3,Last genre,Horror
Criminal,2016,14.27,First genre,Action
Criminal,2016,14.27,Second genre, Crime
Criminal,2016,14.27,Last genre,Drama
The Edge of Seventeen,2016,14.26,First genre,Comedy
The Edge of Seventeen,2016,14.26,Second genre, Drama            
The Edge of Seventeen,2016,14.26,Last genre,
Spring Breakers,2012,14.12,First genre,Comedy
Spring Breakers,2012,14.12,Second genre, Crime
Spring Breakers,2012,14.12,Last genre,Drama
Borg McEnroe,2017,14.11,First genre,Biography
Borg McEnroe,2017,14.11,Second genre, Drama
Borg McEnroe,2017,14.11,Last genre,Sport
RBG,2018,14.02,First genre,Documentary
RBG,2018,14.02,Second genre, Biography            
RBG,2018,14.02,Last genre,
Love & Friendship,2016,14.01,First genre,Comedy
Love & Friendship,2016,14.01,Second genre, Drama
Love & Friendship,2016,14.01,Last genre,Romance
What's Your Number?,2011,14.01,First genre,Comedy
What's Your Number?,2011,14.01,Second genre, Romance            
What's Your Number?,2011,14.01,Last genre,
Left Behind,2014,14.0,First genre,Action
Left Behind,2014,14.0,Second genre, Drama
Left Behind,2014,14.0,Last genre,Fantasy
It Comes at Night,2017,13.99,First genre,Horror
It Comes at Night,2017,13.99,Second genre, Mystery            
It Comes at Night,2017,13.99,Last genre,
Jackie,2016,13.96,First genre,Biography
Jackie,2016,13.96,Second genre, Drama
Jackie,2016,13.96,Last genre,History
One Day,2011,13.84,First genre,Drama
One Day,2011,13.84,Second genre, Romance            
One Day,2011,13.84,Last genre,
Born in China,2016,13.83,First genre,Documentary
Born in China,2016,13.83,Second genre,
Born in China,2016,13.83,Last genre,
Repo Men,2010,13.79,First genre,Action
Repo Men,2010,13.79,Second genre, Adventure
Repo Men,2010,13.79,Last genre,Crime
Sin City: A Dame to Kill For,2014,13.76,First genre,Action
Sin City: A Dame to Kill For,2014,13.76,Second genre, Crime
Sin City: A Dame to Kill For,2014,13.76,Last genre,Thriller
Hit and Run,2012,13.75,First genre,Action
Hit and Run,2012,13.75,Second genre, Comedy            
Hit and Run,2012,13.75,Last genre,
Warrior,2011,13.66,First genre,Drama
Warrior,2011,13.66,Second genre, Sport            
Warrior,2011,13.66,Last genre,
Burnt,2015,13.65,First genre,Comedy
Burnt,2015,13.65,Second genre, Drama            
Burnt,2015,13.65,Last genre,
Poms,2019,13.63,First genre,Comedy
Poms,2019,13.63,Second genre, Drama            
Poms,2019,13.63,Last genre,
Eighth Grade,2018,13.54,First genre,Comedy
Eighth Grade,2018,13.54,Second genre, Drama            
Eighth Grade,2018,13.54,Last genre,
Megan Leavey,2017,13.41,First genre,Biography
Megan Leavey,2017,13.41,Second genre, Drama
Megan Leavey,2017,13.41,Last genre,War
Dredd,2012,13.41,First genre,Action
Dredd,2012,13.41,Second genre, Crime
Dredd,2012,13.41,Last genre,Sci-Fi
Labor Day,2013,13.36,First genre,Drama
Labor Day,2013,13.36,Second genre, Romance            
Labor Day,2013,13.36,Last genre,
The Tree of Life,2011,13.3,First genre,Drama
The Tree of Life,2011,13.3,Second genre, Fantasy            
The Tree of Life,2011,13.3,Last genre,
Inside Llewyn Davis,2013,13.24,First genre,Comedy
Inside Llewyn Davis,2013,13.24,Second genre, Drama
Inside Llewyn Davis,2013,13.24,Last genre,Music
The Intouchables,2011,13.18,First genre,Biography
The Intouchables,2011,13.18,Second genre, Comedy
The Intouchables,2011,13.18,Last genre,Drama
Playing for Keeps,2012,13.1,First genre,Comedy
Playing for Keeps,2012,13.1,Second genre, Romance
Playing for Keeps,2012,13.1,Last genre,Sport
Hillary's America: The Secret History of the Democratic Party,2016,13.1,First genre,Documentary
Hillary's America: The Secret History of the Democratic Party,2016,13.1,Second genre, Biography
Hillary's America: The Secret History of the Democratic Party,2016,13.1,Last genre,History
The Rum Diary,2011,13.1,First genre,Comedy
The Rum Diary,2011,13.1,Second genre, Drama            
The Rum Diary,2011,13.1,Last genre,
Whiplash,2014,13.09,First genre,Drama
Whiplash,2014,13.09,Second genre, Music            
Whiplash,2014,13.09,Last genre,
Do You Believe?,2015,12.99,First genre,Drama
Do You Believe?,2015,12.99,Second genre,
Do You Believe?,2015,12.99,Last genre,
The Collection,2012,12.84,First genre,Horror
The Collection,2012,12.84,Second genre, Thriller            
The Collection,2012,12.84,Last genre,
Anna Karenina,2012,12.82,First genre,Drama
Anna Karenina,2012,12.82,Second genre, Romance            
Anna Karenina,2012,12.82,Last genre,
Beasts of the Southern Wild,2012,12.8,First genre,Adventure
Beasts of the Southern Wild,2012,12.8,Second genre, Drama
Beasts of the Southern Wild,2012,12.8,Last genre,Fantasy
The Founder,2016,12.79,First genre,Biography
The Founder,2016,12.79,Second genre, Drama
The Founder,2016,12.79,Last genre,History
Carol,2015,12.71,First genre,Drama
Carol,2015,12.71,Second genre, Romance            
Carol,2015,12.71,Last genre,
The Danish Girl,2015,12.71,First genre,Biography
The Danish Girl,2015,12.71,Second genre, Drama
The Danish Girl,2015,12.71,Last genre,Romance
The Darkest Minds,2018,12.7,First genre,Action
The Darkest Minds,2018,12.7,Second genre, Adventure
The Darkest Minds,2018,12.7,Last genre,Drama
Battle of the Sexes,2017,12.64,First genre,Biography
Battle of the Sexes,2017,12.64,Second genre, Comedy
Battle of the Sexes,2017,12.64,Last genre,Drama
Triple 9,2016,12.63,First genre,Crime
Triple 9,2016,12.63,Second genre, Thriller            
Triple 9,2016,12.63,Last genre,
Silent House,2011,12.56,First genre,Drama
Silent House,2011,12.56,Second genre, Horror
Silent House,2011,12.56,Last genre,Mystery
The Light Between Oceans,2016,12.55,First genre,Drama
The Light Between Oceans,2016,12.55,Second genre, Romance            
The Light Between Oceans,2016,12.55,Last genre,
Love & Mercy,2014,12.55,First genre,Biography
Love & Mercy,2014,12.55,Second genre, Drama
Love & Mercy,2014,12.55,Last genre,Music
Cirque du Soleil: Worlds Away,2012,12.5,First genre,Fantasy
Cirque du Soleil: Worlds Away,2012,12.5,Second genre,
Cirque du Soleil: Worlds Away,2012,12.5,Last genre,
Strange Magic,2015,12.43,First genre,Animation
Strange Magic,2015,12.43,Second genre, Adventure
Strange Magic,2015,12.43,Last genre,Comedy
People Like Us,2012,12.41,First genre,Comedy
People Like Us,2012,12.41,Second genre, Drama            
People Like Us,2012,12.41,Last genre,
Three Identical Strangers,2018,12.32,First genre,Documentary
Three Identical Strangers,2018,12.32,Second genre, Biography
Three Identical Strangers,2018,12.32,Last genre,Drama
Self/less,2015,12.28,First genre,Action
Self/less,2015,12.28,Second genre, Mystery
Self/less,2015,12.28,Last genre,Sci-Fi
Hot Tub Time Machine 2,2015,12.28,First genre,Comedy
Hot Tub Time Machine 2,2015,12.28,Second genre, Mystery
Hot Tub Time Machine 2,2015,12.28,Last genre,Sci-Fi
Far from the Madding Crowd,2015,12.23,First genre,Drama
Far from the Madding Crowd,2015,12.23,Second genre, Romance            
Far from the Madding Crowd,2015,12.23,Last genre,
Before I Fall,2017,12.23,First genre,Drama
Before I Fall,2017,12.23,Second genre, Fantasy
Before I Fall,2017,12.23,Last genre,Mystery
The 33,2015,12.19,First genre,Biography
The 33,2015,12.19,Second genre, Drama
The 33,2015,12.19,Last genre,History
After,2019,12.14,First genre,Drama
After,2019,12.14,Second genre, Romance            
After,2019,12.14,Last genre,
Let Me In,2010,12.13,First genre,Drama
Let Me In,2010,12.13,Second genre, Fantasy
Let Me In,2010,12.13,Last genre,Horror
Foxcatcher,2014,12.1,First genre,Biography
Foxcatcher,2014,12.1,Second genre, Drama
Foxcatcher,2014,12.1,Last genre,Sport
The Last Stand,2013,12.05,First genre,Action
The Last Stand,2013,12.05,Second genre, Thriller            
